Grid_Number,num_Education
231,51.0
232,41.0
233,27.0
234,21.0
235,16.0
236,19.0
237,24.0
238,31.0
239,35.0
240,40.0
241,30.0
242,28.0
243,31.0
244,30.0
245,43.0
246,46.0
247,56.0
248,84.0
249,97.0
250,94.0
251,88.0
252,82.0
253,80.0
254,80.0
255,74.0
256,48.0
257,40.0
258,41.0
259,45.0
260,49.0
261,52.0
262,47.0
263,37.0
264,35.0
265,33.0
266,50.0
267,43.0
268,43.0
269,47.0
270,52.0
271,33.0
272,36.0
273,34.0
274,39.0
275,41.0
276,57.0
277,65.0
278,110.0
279,141.0
280,160.0
281,153.0
282,143.0
283,146.0
284,129.0
285,106.0
286,87.0
287,70.0
288,57.0
289,49.0
290,47.0
291,39.0
292,28.0
293,21.0
294,17.0
295,26.0
296,28.0
297,34.0
298,36.0
299,37.0
300,33.0
301,36.0
302,31.0
303,40.0
304,37.0
305,47.0
306,73.0
307,99.0
308,104.0
309,101.0
310,89.0
311,97.0
312,95.0
313,98.0
314,93.0
315,75.0
316,55.0
317,49.0
318,51.0
319,54.0
320,53.0
321,47.0
322,47.0
323,48.0
324,63.0
325,61.0
326,54.0
327,50.0
328,55.0
329,53.0
330,56.0
331,43.0
332,40.0
333,40.0
334,50.0
335,57.0
336,87.0
337,150.0
338,164.0
339,167.0
340,167.0
341,162.0
342,163.0
343,157.0
344,121.0
345,92.0
346,75.0
347,65.0
348,56.0
349,45.0
350,39.0
351,34.0
352,24.0
353,21.0
354,25.0
355,30.0
356,35.0
357,35.0
358,35.0
359,36.0
360,39.0
361,33.0
362,40.0
363,50.0
364,51.0
365,72.0
366,92.0
367,97.0
368,100.0
369,104.0
370,107.0
371,103.0
372,102.0
373,104.0
374,86.0
375,70.0
376,61.0
377,54.0
378,50.0
379,54.0
380,59.0
381,60.0
382,75.0
383,75.0
384,80.0
385,78.0
386,66.0
387,61.0
388,63.0
389,67.0
390,61.0
391,44.0
392,52.0
393,57.0
394,67.0
395,142.0
396,184.0
397,183.0
398,187.0
399,182.0
400,168.0
401,177.0
402,155.0
403,141.0
404,86.0
405,71.0
406,56.0
407,50.0
408,45.0
409,37.0
410,33.0
411,26.0
412,23.0
413,33.0
414,35.0
415,33.0
416,36.0
417,38.0
418,36.0
419,35.0
420,44.0
421,46.0
422,50.0
423,56.0
424,73.0
425,93.0
426,100.0
427,110.0
428,114.0
429,108.0
430,105.0
431,109.0
432,107.0
433,98.0
434,81.0
435,77.0
436,81.0
437,72.0
438,66.0
439,69.0
440,60.0
441,87.0
442,81.0
443,96.0
444,88.0
445,81.0
446,73.0
447,78.0
448,76.0
449,71.0
450,47.0
451,50.0
452,57.0
453,76.0
454,162.0
455,193.0
456,196.0
457,198.0
458,193.0
459,190.0
460,177.0
461,173.0
462,145.0
463,78.0
464,61.0
465,57.0
466,53.0
467,54.0
468,40.0
469,34.0
470,34.0
471,27.0
472,37.0
473,44.0
474,46.0
475,39.0
476,39.0
477,36.0
478,41.0
479,44.0
480,46.0
481,52.0
482,53.0
483,58.0
484,101.0
485,103.0
486,110.0
487,114.0
488,114.0
489,111.0
490,108.0
491,110.0
492,87.0
493,89.0
494,105.0
495,105.0
496,97.0
497,93.0
498,76.0
499,72.0
500,93.0
501,97.0
502,99.0
503,90.0
504,91.0
505,106.0
506,103.0
507,103.0
508,98.0
509,74.0
510,59.0
511,62.0
512,111.0
513,164.0
514,186.0
515,205.0
516,198.0
517,202.0
518,194.0
519,192.0
520,163.0
521,135.0
522,75.0
523,63.0
524,58.0
525,57.0
526,49.0
527,43.0
528,29.0
529,29.0
530,28.0
531,38.0
532,47.0
533,49.0
534,51.0
535,47.0
536,45.0
537,40.0
538,48.0
539,49.0
540,46.0
541,51.0
542,55.0
543,82.0
544,98.0
545,104.0
546,106.0
547,106.0
548,109.0
549,104.0
550,99.0
551,93.0
552,102.0
553,109.0
554,114.0
555,115.0
556,115.0
557,106.0
558,86.0
559,101.0
560,106.0
561,112.0
562,101.0
563,116.0
564,121.0
565,112.0
566,118.0
567,109.0
568,84.0
569,81.0
570,91.0
571,120.0
572,166.0
573,197.0
574,207.0
575,214.0
576,199.0
577,200.0
578,189.0
579,158.0
580,113.0
581,59.0
582,53.0
583,53.0
584,46.0
585,45.0
586,39.0
587,35.0
588,32.0
589,30.0
590,40.0
591,46.0
592,49.0
593,57.0
594,59.0
595,47.0
596,50.0
597,45.0
598,47.0
599,50.0
600,49.0
601,53.0
602,63.0
603,85.0
604,107.0
605,110.0
606,111.0
607,106.0
608,95.0
609,92.0
610,103.0
611,109.0
612,115.0
613,120.0
614,119.0
615,125.0
616,127.0
617,125.0
618,98.0
619,125.0
620,136.0
621,137.0
622,155.0
623,164.0
624,144.0
625,140.0
626,128.0
627,117.0
628,106.0
629,128.0
630,147.0
631,160.0
632,192.0
633,200.0
634,206.0
635,199.0
636,194.0
637,181.0
638,149.0
639,79.0
640,53.0
641,55.0
642,54.0
643,49.0
644,51.0
645,41.0
646,35.0
647,32.0
648,29.0
649,38.0
650,46.0
651,57.0
652,63.0
653,67.0
654,54.0
655,55.0
656,40.0
657,43.0
658,41.0
659,40.0
660,54.0
661,63.0
662,69.0
663,80.0
664,79.0
665,84.0
666,82.0
667,77.0
668,97.0
669,108.0
670,116.0
671,127.0
672,135.0
673,138.0
674,145.0
675,168.0
676,181.0
677,153.0
678,152.0
679,169.0
680,203.0
681,224.0
682,216.0
683,197.0
684,183.0
685,160.0
686,142.0
687,130.0
688,158.0
689,147.0
690,168.0
691,178.0
692,202.0
693,197.0
694,188.0
695,170.0
696,152.0
697,100.0
698,78.0
699,60.0
700,53.0
701,60.0
702,51.0
703,49.0
704,41.0
705,36.0
706,34.0
707,29.0
708,40.0
709,48.0
710,57.0
711,60.0
712,60.0
713,54.0
714,54.0
715,54.0
716,38.0
717,47.0
718,53.0
719,55.0
720,61.0
721,64.0
722,53.0
723,58.0
724,57.0
725,71.0
726,79.0
727,110.0
728,112.0
729,127.0
730,129.0
731,149.0
732,174.0
733,210.0
734,225.0
735,243.0
736,252.0
737,249.0
738,230.0
739,276.0
740,291.0
741,285.0
742,256.0
743,249.0
744,230.0
745,223.0
746,198.0
747,201.0
748,173.0
749,175.0
750,191.0
751,200.0
752,207.0
753,185.0
754,157.0
755,132.0
756,80.0
757,75.0
758,64.0
759,63.0
760,61.0
761,57.0
762,43.0
763,42.0
764,38.0
765,36.0
766,24.0
767,39.0
768,44.0
769,51.0
770,50.0
771,47.0
772,50.0
773,52.0
774,52.0
775,51.0
776,46.0
777,54.0
778,59.0
779,60.0
780,72.0
781,56.0
782,48.0
783,52.0
784,76.0
785,84.0
786,109.0
787,116.0
788,131.0
789,141.0
790,162.0
791,219.0
792,233.0
793,286.0
794,314.0
795,332.0
796,334.0
797,363.0
798,385.0
799,367.0
800,372.0
801,340.0
802,346.0
803,315.0
804,329.0
805,325.0
806,306.0
807,267.0
808,254.0
809,260.0
810,263.0
811,231.0
812,202.0
813,151.0
814,111.0
815,78.0
816,80.0
817,69.0
818,64.0
819,62.0
820,58.0
821,39.0
822,40.0
823,38.0
824,35.0
825,28.0
826,34.0
827,37.0
828,46.0
829,49.0
830,41.0
831,45.0
832,45.0
833,57.0
834,55.0
835,54.0
836,55.0
837,68.0
838,72.0
839,66.0
840,71.0
841,73.0
842,81.0
843,80.0
844,72.0
845,87.0
846,122.0
847,141.0
848,165.0
849,197.0
850,232.0
851,283.0
852,329.0
853,379.0
854,391.0
855,385.0
856,426.0
857,462.0
858,491.0
859,487.0
860,480.0
861,430.0
862,418.0
863,436.0
864,436.0
865,397.0
866,405.0
867,373.0
868,366.0
869,325.0
870,285.0
871,245.0
872,174.0
873,116.0
874,94.0
875,79.0
876,67.0
877,59.0
878,57.0
879,56.0
880,36.0
881,36.0
882,37.0
883,32.0
884,24.0
885,33.0
886,36.0
887,45.0
888,41.0
889,38.0
890,43.0
891,46.0
892,58.0
893,60.0
894,56.0
895,62.0
896,66.0
897,69.0
898,78.0
899,80.0
900,89.0
901,99.0
902,104.0
903,116.0
904,111.0
905,114.0
906,150.0
907,185.0
908,251.0
909,276.0
910,339.0
911,386.0
912,445.0
913,478.0
914,492.0
915,526.0
916,548.0
917,563.0
918,586.0
919,577.0
920,544.0
921,522.0
922,526.0
923,548.0
924,499.0
925,495.0
926,468.0
927,431.0
928,373.0
929,322.0
930,285.0
931,190.0
932,133.0
933,111.0
934,77.0
935,74.0
936,64.0
937,57.0
938,56.0
939,38.0
940,37.0
941,31.0
942,26.0
943,24.0
944,31.0
945,30.0
946,35.0
947,38.0
948,39.0
949,39.0
950,50.0
951,54.0
952,57.0
953,59.0
954,58.0
955,66.0
956,79.0
957,81.0
958,82.0
959,103.0
960,108.0
961,123.0
962,123.0
963,120.0
964,123.0
965,157.0
966,207.0
967,277.0
968,327.0
969,402.0
970,430.0
971,487.0
972,538.0
973,582.0
974,626.0
975,656.0
976,629.0
977,639.0
978,645.0
979,642.0
980,596.0
981,619.0
982,638.0
983,597.0
984,578.0
985,534.0
986,490.0
987,438.0
988,370.0
989,326.0
990,250.0
991,163.0
992,129.0
993,94.0
994,73.0
995,67.0
996,68.0
997,58.0
998,32.0
999,28.0
1000,29.0
1001,26.0
1002,22.0
1003,17.0
1004,27.0
1005,34.0
1006,33.0
1007,36.0
1008,41.0
1009,46.0
1010,52.0
1011,47.0
1012,57.0
1013,61.0
1014,66.0
1015,81.0
1016,84.0
1017,97.0
1018,106.0
1019,113.0
1020,125.0
1021,124.0
1022,130.0
1023,137.0
1024,168.0
1025,230.0
1026,315.0
1027,404.0
1028,450.0
1029,477.0
1030,558.0
1031,635.0
1032,681.0
1033,705.0
1034,728.0
1035,719.0
1036,747.0
1037,730.0
1038,732.0
1039,679.0
1040,709.0
1041,697.0
1042,670.0
1043,669.0
1044,595.0
1045,553.0
1046,509.0
1047,430.0
1048,345.0
1049,289.0
1050,189.0
1051,150.0
1052,106.0
1053,90.0
1054,81.0
1055,71.0
1056,60.0
1057,37.0
1058,37.0
1059,27.0
1060,26.0
1061,22.0
1062,10.0
1063,20.0
1064,29.0
1065,31.0
1066,33.0
1067,36.0
1068,44.0
1069,37.0
1070,43.0
1071,49.0
1072,59.0
1073,61.0
1074,82.0
1075,84.0
1076,103.0
1077,103.0
1078,114.0
1079,122.0
1080,117.0
1081,147.0
1082,168.0
1083,204.0
1084,291.0
1085,372.0
1086,460.0
1087,525.0
1088,540.0
1089,642.0
1090,701.0
1091,779.0
1092,801.0
1093,800.0
1094,796.0
1095,812.0
1096,816.0
1097,132.0
1098,142.0
1099,144.0
1100,733.0
1101,708.0
1102,724.0
1103,179.0
1104,578.0
1105,549.0
1106,480.0
1107,403.0
1108,325.0
1109,223.0
1110,161.0
1111,118.0
1112,96.0
1113,87.0
1114,78.0
1115,58.0
1116,47.0
1117,39.0
1118,28.0
1119,29.0
1120,26.0
1121,9.0
1122,10.0
1123,16.0
1124,23.0
1125,28.0
1126,26.0
1127,25.0
1128,29.0
1129,29.0
1130,45.0
1131,50.0
1132,59.0
1133,71.0
1134,72.0
1135,97.0
1136,107.0
1137,117.0
1138,132.0
1139,132.0
1140,168.0
1141,185.0
1142,242.0
1143,330.0
1144,392.0
1145,489.0
1146,594.0
1147,659.0
1148,721.0
1149,781.0
1150,848.0
1151,835.0
1152,839.0
1153,851.0
1154,837.0
1155,861.0
1156,846.0
1157,128.0
1158,120.0
1159,136.0
1160,796.0
1161,140.0
1162,702.0
1163,685.0
1164,619.0
1165,538.0
1166,419.0
1167,356.0
1168,266.0
1169,166.0
1170,120.0
1171,97.0
1172,80.0
1173,74.0
1174,63.0
1175,49.0
1176,49.0
1177,49.0
1178,40.0
1179,31.0
1180,7.0
1181,7.0
1182,10.0
1183,12.0
1184,16.0
1185,17.0
1186,20.0
1187,25.0
1188,29.0
1189,35.0
1190,45.0
1191,55.0
1192,71.0
1193,67.0
1194,91.0
1195,101.0
1196,117.0
1197,134.0
1198,151.0
1199,192.0
1200,229.0
1201,280.0
1202,375.0
1203,448.0
1204,513.0
1205,597.0
1206,701.0
1207,786.0
1208,812.0
1209,843.0
1210,121.0
1211,134.0
1212,169.0
1213,137.0
1214,117.0
1215,132.0
1216,131.0
1217,128.0
1218,809.0
1219,110.0
1220,800.0
1221,779.0
1222,743.0
1223,638.0
1224,562.0
1225,467.0
1226,394.0
1227,280.0
1228,181.0
1229,138.0
1230,129.0
1231,108.0
1232,97.0
1233,97.0
1234,76.0
1235,69.0
1236,53.0
1237,45.0
1238,32.0
1239,7.0
1240,11.0
1241,14.0
1242,15.0
1243,20.0
1244,20.0
1245,17.0
1246,17.0
1247,17.0
1248,24.0
1249,30.0
1250,33.0
1251,55.0
1252,63.0
1253,80.0
1254,101.0
1255,120.0
1256,129.0
1257,167.0
1258,218.0
1259,278.0
1260,349.0
1261,387.0
1262,457.0
1263,568.0
1264,652.0
1265,691.0
1266,746.0
1267,792.0
1268,853.0
1269,170.0
1270,152.0
1271,155.0
1272,135.0
1273,120.0
1274,139.0
1275,152.0
1276,134.0
1277,111.0
1278,841.0
1279,851.0
1280,815.0
1281,756.0
1282,654.0
1283,599.0
1284,495.0
1285,410.0
1286,316.0
1287,252.0
1288,181.0
1289,145.0
1290,115.0
1291,106.0
1292,100.0
1293,99.0
1294,79.0
1295,66.0
1296,45.0
1297,36.0
1298,12.0
1299,12.0
1300,12.0
1301,15.0
1302,17.0
1303,18.0
1304,16.0
1305,12.0
1306,13.0
1307,15.0
1308,19.0
1309,25.0
1310,31.0
1311,47.0
1312,67.0
1313,101.0
1314,121.0
1315,140.0
1316,196.0
1317,279.0
1318,339.0
1319,405.0
1320,464.0
1321,508.0
1322,604.0
1323,721.0
1324,789.0
1325,134.0
1326,164.0
1327,149.0
1328,156.0
1329,167.0
1330,137.0
1331,131.0
1332,139.0
1333,156.0
1334,146.0
1335,138.0
1336,129.0
1337,812.0
1338,817.0
1339,754.0
1340,754.0
1341,701.0
1342,605.0
1343,518.0
1344,447.0
1345,369.0
1346,310.0
1347,253.0
1348,172.0
1349,131.0
1350,116.0
1351,104.0
1352,103.0
1353,88.0
1354,79.0
1355,55.0
1356,35.0
1357,11.0
1358,11.0
1359,11.0
1360,11.0
1361,16.0
1362,16.0
1363,15.0
1364,14.0
1365,12.0
1366,13.0
1367,13.0
1368,17.0
1369,19.0
1370,36.0
1371,66.0
1372,84.0
1373,124.0
1374,152.0
1375,206.0
1376,325.0
1377,389.0
1378,452.0
1379,495.0
1380,581.0
1381,653.0
1382,765.0
1383,125.0
1384,124.0
1385,155.0
1386,157.0
1387,144.0
1388,147.0
1389,148.0
1390,140.0
1391,132.0
1392,168.0
1393,149.0
1394,137.0
1395,117.0
1396,812.0
1397,777.0
1398,717.0
1399,742.0
1400,692.0
1401,619.0
1402,536.0
1403,502.0
1404,416.0
1405,351.0
1406,276.0
1407,201.0
1408,163.0
1409,129.0
1410,110.0
1411,109.0
1412,94.0
1413,83.0
1414,64.0
1415,37.0
1416,10.0
1417,10.0
1418,10.0
1419,9.0
1420,13.0
1421,13.0
1422,14.0
1423,14.0
1424,10.0
1425,13.0
1426,14.0
1427,20.0
1428,26.0
1429,48.0
1430,71.0
1431,96.0
1432,117.0
1433,169.0
1434,231.0
1435,304.0
1436,400.0
1437,483.0
1438,543.0
1439,637.0
1440,155.0
1441,117.0
1442,124.0
1443,131.0
1444,142.0
1445,135.0
1446,143.0
1447,147.0
1448,127.0
1449,134.0
1450,140.0
1451,163.0
1452,838.0
1453,810.0
1454,841.0
1455,817.0
1456,806.0
1457,743.0
1458,768.0
1459,720.0
1460,653.0
1461,612.0
1462,538.0
1463,456.0
1464,392.0
1465,294.0
1466,227.0
1467,187.0
1468,159.0
1469,112.0
1470,99.0
1471,96.0
1472,76.0
1473,61.0
1474,38.0
1475,9.0
1476,9.0
1477,11.0
1478,11.0
1479,12.0
1480,15.0
1481,13.0
1482,14.0
1483,11.0
1484,14.0
1485,15.0
1486,18.0
1487,38.0
1488,67.0
1489,92.0
1490,114.0
1491,140.0
1492,194.0
1493,243.0
1494,324.0
1495,403.0
1496,538.0
1497,584.0
1498,684.0
1499,785.0
1500,121.0
1501,131.0
1502,149.0
1503,859.0
1504,136.0
1505,894.0
1506,134.0
1507,128.0
1508,119.0
1509,141.0
1510,144.0
1511,882.0
1512,835.0
1513,857.0
1514,817.0
1515,762.0
1516,751.0
1517,800.0
1518,740.0
1519,662.0
1520,636.0
1521,550.0
1522,456.0
1523,419.0
1524,364.0
1525,264.0
1526,188.0
1527,165.0
1528,136.0
1529,104.0
1530,87.0
1531,74.0
1532,55.0
1533,36.0
1534,7.0
1535,9.0
1536,9.0
1537,9.0
1538,11.0
1539,13.0
1540,16.0
1541,16.0
1542,13.0
1543,17.0
1544,20.0
1545,38.0
1546,62.0
1547,90.0
1548,113.0
1549,138.0
1550,181.0
1551,230.0
1552,274.0
1553,342.0
1554,429.0
1555,513.0
1556,591.0
1557,660.0
1558,787.0
1559,137.0
1560,156.0
1561,824.0
1562,859.0
1563,912.0
1564,894.0
1565,125.0
1566,134.0
1567,871.0
1568,886.0
1569,880.0
1570,876.0
1571,888.0
1572,880.0
1573,814.0
1574,787.0
1575,783.0
1576,796.0
1577,738.0
1578,714.0
1579,663.0
1580,605.0
1581,491.0
1582,441.0
1583,403.0
1584,314.0
1585,210.0
1586,176.0
1587,143.0
1588,110.0
1589,87.0
1590,70.0
1591,48.0
1592,33.0
1593,9.0
1594,9.0
1595,9.0
1596,9.0
1597,11.0
1598,14.0
1599,14.0
1600,15.0
1601,17.0
1602,23.0
1603,35.0
1604,51.0
1605,75.0
1606,105.0
1607,131.0
1608,138.0
1609,204.0
1610,253.0
1611,302.0
1612,365.0
1613,444.0
1614,507.0
1615,592.0
1616,696.0
1617,770.0
1618,803.0
1619,160.0
1620,173.0
1621,170.0
1622,854.0
1623,135.0
1624,152.0
1625,126.0
1626,911.0
1627,890.0
1628,847.0
1629,861.0
1630,875.0
1631,146.0
1632,126.0
1633,818.0
1634,778.0
1635,813.0
1636,797.0
1637,752.0
1638,708.0
1639,603.0
1640,504.0
1641,481.0
1642,429.0
1643,326.0
1644,250.0
1645,200.0
1646,149.0
1647,119.0
1648,80.0
1649,56.0
1650,40.0
1651,28.0
1652,9.0
1653,9.0
1654,9.0
1655,8.0
1656,9.0
1657,13.0
1658,18.0
1659,16.0
1660,20.0
1661,31.0
1662,52.0
1663,83.0
1664,98.0
1665,117.0
1666,137.0
1667,158.0
1668,199.0
1669,260.0
1670,328.0
1671,409.0
1672,463.0
1673,564.0
1674,600.0
1675,690.0
1676,116.0
1677,798.0
1678,145.0
1679,147.0
1680,142.0
1681,155.0
1682,144.0
1683,875.0
1684,870.0
1685,906.0
1686,157.0
1687,884.0
1688,850.0
1689,167.0
1690,178.0
1691,152.0
1692,822.0
1693,812.0
1694,801.0
1695,770.0
1696,734.0
1697,707.0
1698,613.0
1699,536.0
1700,494.0
1701,449.0
1702,327.0
1703,274.0
1704,202.0
1705,143.0
1706,114.0
1707,88.0
1708,52.0
1709,31.0
1710,26.0
1711,4.0
1712,5.0
1713,8.0
1714,10.0
1715,12.0
1716,12.0
1717,13.0
1718,22.0
1719,35.0
1720,40.0
1721,72.0
1722,101.0
1723,108.0
1724,122.0
1725,157.0
1726,187.0
1727,219.0
1728,320.0
1729,387.0
1730,446.0
1731,494.0
1732,587.0
1733,656.0
1734,734.0
1735,762.0
1736,112.0
1737,830.0
1738,120.0
1739,146.0
1740,860.0
1741,881.0
1742,140.0
1743,856.0
1744,881.0
1745,888.0
1746,898.0
1747,868.0
1748,165.0
1749,155.0
1750,117.0
1751,859.0
1752,807.0
1753,788.0
1754,755.0
1755,739.0
1756,668.0
1757,583.0
1758,530.0
1759,443.0
1760,388.0
1761,323.0
1762,248.0
1763,173.0
1764,124.0
1765,111.0
1766,87.0
1767,55.0
1768,33.0
1769,28.0
1770,4.0
1771,4.0
1772,6.0
1773,6.0
1774,6.0
1775,12.0
1776,13.0
1777,26.0
1778,38.0
1779,54.0
1780,88.0
1781,105.0
1782,117.0
1783,129.0
1784,162.0
1785,203.0
1786,275.0
1787,353.0
1788,393.0
1789,470.0
1790,534.0
1791,627.0
1792,645.0
1793,702.0
1794,145.0
1795,105.0
1796,130.0
1797,131.0
1798,817.0
1799,818.0
1800,143.0
1801,839.0
1802,824.0
1803,126.0
1804,880.0
1805,880.0
1806,166.0
1807,180.0
1808,143.0
1809,139.0
1810,124.0
1811,770.0
1812,726.0
1813,710.0
1814,746.0
1815,606.0
1816,566.0
1817,505.0
1818,440.0
1819,368.0
1820,322.0
1821,234.0
1822,165.0
1823,121.0
1824,112.0
1825,89.0
1826,66.0
1827,43.0
1828,34.0
1829,4.0
1830,4.0
1831,6.0
1832,7.0
1833,8.0
1834,10.0
1835,16.0
1836,32.0
1837,45.0
1838,59.0
1839,88.0
1840,114.0
1841,125.0
1842,46.0
1843,178.0
1844,236.0
1845,315.0
1846,359.0
1847,434.0
1848,504.0
1849,528.0
1850,631.0
1851,672.0
1852,712.0
1853,756.0
1854,133.0
1855,139.0
1856,163.0
1857,778.0
1858,812.0
1859,836.0
1860,830.0
1861,818.0
1862,867.0
1863,915.0
1864,880.0
1865,134.0
1866,156.0
1867,145.0
1868,146.0
1869,848.0
1870,744.0
1871,689.0
1872,652.0
1873,666.0
1874,578.0
1875,516.0
1876,434.0
1877,394.0
1878,357.0
1879,274.0
1880,229.0
1881,158.0
1882,130.0
1883,117.0
1884,87.0
1885,62.0
1886,45.0
1887,28.0
1888,2.0
1889,4.0
1890,8.0
1891,15.0
1892,16.0
1893,22.0
1894,24.0
1895,25.0
1896,47.0
1897,70.0
1898,91.0
1899,115.0
1900,134.0
1901,46.0
1902,186.0
1903,257.0
1904,326.0
1905,386.0
1906,434.0
1907,513.0
1908,576.0
1909,637.0
1910,661.0
1911,716.0
1912,746.0
1913,114.0
1914,150.0
1915,760.0
1916,761.0
1917,765.0
1918,795.0
1919,812.0
1920,787.0
1921,820.0
1922,879.0
1923,877.0
1924,832.0
1925,842.0
1926,819.0
1927,845.0
1928,787.0
1929,702.0
1930,668.0
1931,594.0
1932,592.0
1933,546.0
1934,471.0
1935,376.0
1936,371.0
1937,316.0
1938,254.0
1939,214.0
1940,152.0
1941,126.0
1942,104.0
1943,79.0
1944,61.0
1945,44.0
1946,28.0
1947,2.0
1948,9.0
1949,16.0
1950,17.0
1951,28.0
1952,44.0
1953,56.0
1954,67.0
1955,76.0
1956,75.0
1957,87.0
1958,111.0
1959,148.0
1960,180.0
1961,217.0
1962,291.0
1963,360.0
1964,454.0
1965,468.0
1966,506.0
1967,569.0
1968,645.0
1969,641.0
1970,720.0
1971,722.0
1972,697.0
1973,702.0
1974,771.0
1975,765.0
1976,764.0
1977,821.0
1978,825.0
1979,778.0
1980,759.0
1981,792.0
1982,882.0
1983,839.0
1984,132.0
1985,804.0
1986,767.0
1987,720.0
1988,668.0
1989,590.0
1990,514.0
1991,500.0
1992,450.0
1993,412.0
1994,320.0
1995,280.0
1996,255.0
1997,224.0
1998,191.0
1999,128.0
2000,117.0
2001,109.0
2002,81.0
2003,59.0
2004,40.0
2005,30.0
2006,5.0
2007,12.0
2008,14.0
2009,30.0
2010,74.0
2011,80.0
2012,85.0
2013,95.0
2014,101.0
2015,106.0
2016,101.0
2017,124.0
2018,159.0
2019,208.0
2020,266.0
2021,321.0
2022,400.0
2023,486.0
2024,476.0
2025,528.0
2026,573.0
2027,611.0
2028,635.0
2029,654.0
2030,722.0
2031,704.0
2032,709.0
2033,743.0
2034,779.0
2035,815.0
2036,812.0
2037,119.0
2038,743.0
2039,702.0
2040,796.0
2041,120.0
2042,812.0
2043,136.0
2044,774.0
2045,724.0
2046,680.0
2047,612.0
2048,536.0
2049,454.0
2050,426.0
2051,395.0
2052,325.0
2053,269.0
2054,209.0
2055,203.0
2056,191.0
2057,150.0
2058,111.0
2059,106.0
2060,92.0
2061,77.0
2062,58.0
2063,40.0
2064,29.0
2065,11.0
2066,15.0
2067,24.0
2068,69.0
2069,81.0
2070,84.0
2071,90.0
2072,97.0
2073,111.0
2074,115.0
2075,122.0
2076,126.0
2077,179.0
2078,219.0
2079,272.0
2080,341.0
2081,399.0
2082,476.0
2083,499.0
2084,525.0
2085,543.0
2086,589.0
2087,607.0
2088,633.0
2089,677.0
2090,682.0
2091,679.0
2092,679.0
2093,120.0
2094,777.0
2095,780.0
2096,770.0
2097,129.0
2098,148.0
2099,129.0
2100,131.0
2101,121.0
2102,131.0
2103,712.0
2104,692.0
2105,633.0
2106,537.0
2107,481.0
2108,389.0
2109,326.0
2110,296.0
2111,245.0
2112,191.0
2113,149.0
2114,145.0
2115,138.0
2116,103.0
2117,95.0
2118,92.0
2119,84.0
2120,55.0
2121,50.0
2122,46.0
2123,36.0
2124,15.0
2125,15.0
2126,40.0
2127,82.0
2128,84.0
2129,89.0
2130,95.0
2131,101.0
2132,110.0
2133,120.0
2134,128.0
2135,126.0
2136,177.0
2137,221.0
2138,266.0
