Grid_Number,Grid_Population
2769,257
2770,93
2771,759
2772,930
2773,703
2774,886
2775,403
2776,753
2777,861
2778,1053
2779,1415
2780,1316
2781,1533
2782,2573
2783,2174
2784,3989
2785,7114
2786,3035
2787,1069
2788,28
2789,592
2790,321
2791,164
2792,1954
2793,417
2794,2366
2795,2236
2796,126
2797,127
2798,262
2799,1118
2800,94
2801,118
2802,1001
2803,0
2804,98
2805,698
2806,1829
2807,1822
2808,1423
2809,455
2810,349
2811,883
2812,1740
2813,1221
2814,253
2815,5558
2816,9276
2817,1612
2818,905
2819,160
2820,0
2821,129
2822,294
2823,293
2824,352
2825,390
2826,99
2827,2131
2828,0
2829,457
2830,82
2831,291
2832,444
2833,243
2834,1018
2835,1092
2836,1631
2837,2435
2838,1519
2839,2031
2840,2991
2841,2523
2842,4949
2843,4805
2844,4020
2845,2051
2846,1279
2847,560
2848,830
2849,465
2850,963
2851,1274
2852,1119
2853,1633
2854,1575
2855,1307
2856,1186
2857,1191
2858,681
2859,173
2860,800
2861,33
2862,0
2863,785
2864,266
2865,2180
2866,944
2867,1490
2868,160
2869,0
2870,0
2871,0
2872,521
2873,544
2874,2190
2875,4685
2876,1163
2877,250
2878,275
2879,0
2880,232
2881,435
2882,110
2883,100
2884,12
2885,12
2886,2379
2887,445
2888,499
2889,655
2890,798
2891,349
2892,288
2893,972
2894,1160
2895,1773
2896,1629
2897,1902
2898,2923
2899,3028
2900,4547
2901,5114
2902,3929
2903,1328
2904,1041
2905,923
2906,971
2907,1103
2908,1177
2909,803
2910,786
2911,1213
2912,1118
2913,1242
2914,790
2915,78
2916,652
2917,296
2918,283
2919,1419
2920,204
2921,28
2922,901
2923,207
2924,1629
2925,3252
2926,1080
2927,554
2928,677
2929,203
2930,222
2931,124
2932,836
2933,707
2934,1506
2935,1110
2936,766
2937,1091
2938,1017
2939,374
2940,490
2941,578
2942,0
2943,0
2944,682
2945,0
2946,38
2947,109
2948,112
2949,125
2950,105
2951,794
2952,878
2953,1123
2954,1147
2955,1079
2956,1448
2957,3583
2958,5934
2959,7346
2960,3689
2961,2366
2962,1051
2963,1053
2964,1152
2965,1040
2966,874
2967,683
2968,220
2969,1173
2970,1409
2971,1260
2972,361
2973,486
2974,125
2975,1831
2976,1036
2977,575
2978,1122
2979,46
2980,0
2981,249
2982,903
2983,1011
2984,3028
2985,1843
2986,601
2987,323
2988,385
2989,918
2990,0
2991,0
2992,213
2993,854
2994,700
2995,382
2996,1002
2997,4210
2998,3982
2999,1713
3000,1535
3001,263
3002,611
3003,10
3004,157
3005,545
3006,82
3007,753
3008,65
