Grid_Number,Hyd_num_Education
230,0.21141195974475976
231,0.8714285807044336
232,0.5924446522518683
233,0.13725548549022637
234,0.14608771941264886
235,0.28388751826530584
236,0.09608790390945374
237,0.036352097560496836
238,0.2655234449244185
239,0.10679603430267705
240,0.027687831372541768
241,0.12207415209978545
242,0.33175882132254053
243,0.06929113142093901
244,0.04068937471769649
245,0.22919360700833005
246,0.08016707152549048
247,0.9891109270690152
248,0.1877211121622962
249,0.19197555690636733
250,0.1978241952368073
251,0.32874929559683486
252,0.38675613165085754
253,0.16558082914654126
254,0.1998025248509879
255,0.13939421149555645
256,0.20123160474672633
257,0.21271081439080294
258,0.17770936407894697
259,0.2004143867458603
260,0.17475213135334805
261,0.10124313819151146
262,0.035714911848212315
263,0.42461427857111356
264,0.6851045649183063
265,0.2959245636853616
266,0.06934240602050484
267,0.03132079055902356
268,0.15527804914531343
269,0.08134740475386878
270,0.46997023450598474
271,0.10923066821542295
272,0.1348895992147395
273,0.17330027672511883
274,0.21793281430543388
275,0.06331288113010256
276,0.0564413673458483
277,0.5626308561370293
278,0.1238513532258172
279,0.12750567240968733
280,0.2116499813755948
281,0.09095148235309378
282,0.26198998930580436
283,0.7914843812088304
284,0.11165345984729655
285,0.05668717058762651
286,0.2545849756482203
287,0.06462168066356708
288,0.21327219618283036
289,0.3499347166836214
290,0.1575752220825799
291,0.08088674979416834
292,0.12792490201528203
293,0.44020160909894784
294,0.480574619976046
295,0.08440826288156408
296,0.34020962800504484
297,0.3766819659731185
298,0.10365648907004217
299,0.3684355638830875
300,0.011212462789520376
301,0.1408486019183758
302,0.22114740121105772
303,0.2117938370800315
