Grid_Number,Che_num_Government_Facilities
131,0.010071900194376364
132,0.4743592272483557
133,0.2104440960360067
134,0.7174374086439452
135,0.6297690540368822
136,0.2548346014951879
137,0.19557168813657227
138,0.4219853890623842
139,0.21459006165852132
140,0.10653753078170046
141,0.06834605386758343
142,0.05801820833743169
143,0.1296518713086638
144,0.18999465643997884
145,0.18935104117272708
146,0.11850915932561404
147,0.2317291738321354
148,0.41558388337856783
149,0.17544399947568715
150,0.3151724043836075
151,0.46208549779311897
152,0.0378975464951867
153,0.15783451208465515
154,0.12408295254288969
155,0.11885870309181987
156,0.155972454357927
157,0.3914129854738611
158,0.16585548506022957
159,0.1521909698842484
160,0.014378586491481512
161,0.253008059636256
162,0.13566694556511716
163,0.1599991961845298
164,0.17858167381885942
165,0.10953687521426501
166,0.0877943654446878
167,0.2604630530058038
168,0.11852000389689175
169,0.2156847073617751
170,0.8693628594970131
171,0.013284416779583448
172,0.4311287074377311
173,0.41530192274032496
174,0.28920624013182505
175,0.09466654338315914
176,0.21298734636972902
177,0.4178414937667979
178,0.1596296982813244
179,0.1269119302682549
180,0.1702176011732195
181,0.03800060236851279
182,0.17580853473133612
183,0.057012359978364326
184,0.02438013924565757
185,0.17352995546145789
186,0.04216090971944011
187,0.22150107209145936
188,0.40450285699850536
189,0.44761518202531536
190,0.5400948825658518
191,0.6541538229866811
192,0.19352587650995123
193,0.2838210381425488
194,0.3263699987336758
195,0.3522607976964483
196,0.36234665537385846
197,0.10888989342148903
198,0.21194474431229007
199,0.006536498389599315
200,0.17397968769372374
201,0.06805150647613505
202,0.20308274500013682
203,0.12108956405051069
204,0.1319246696532652
205,0.4350508763922138
206,0.08532899367942448
207,0.3542317305829818
208,0.5075657321178338
209,1.6212927050843546
210,1.488254104789405
211,0.9061800323628166
212,1.1302395895884862
213,0.6026828527230363
214,0.6283840109852185
215,0.4385275488326439
216,0.15891756786910124
217,0.10516049303768137
218,0.13381640057264244
219,0.12163133418958932
220,0.029304297493403884
221,0.15663677297844156
222,0.1387598300760076
223,0.25924211581544876
224,0.20850842923277207
225,0.26756571662432893
226,0.23809338873884844
227,0.738325657264081
228,2.704452085834062
229,2.31234316153165
230,1.9882321169828039
231,2.0773066720326385
232,1.622545950562007
233,1.56718772351517
234,1.2092465589288521
235,0.9602614193789545
236,0.7309601437926945
237,0.5783604651926079
238,0.37040006670641934
239,0.07399373835020638
240,0.0653146143119833
241,0.1748180704439738
242,0.13575886338388055
243,0.2660698136673792
244,0.08539433375244218
245,0.09598388996585368
246,0.8180675272207827
247,3.7878906560327885
248,3.2904787842588683
249,3.0713460176170706
250,3.019635673294829
251,2.6536235604419813
252,2.6201073147393537
253,2.2529911122296467
254,2.031519275281541
255,1.766538418275873
256,1.6417514203994445
257,1.4511144863079266
258,1.146276345777223
259,0.8985801391014155
260,0.5112163529284957
261,0.28244319417449243
262,0.19266310715486337
263,0.11352706105518866
264,0.20473443117042786
265,0.3476483355850811
266,4.87142213703901
267,4.3192429279820415
268,4.154691380766055
269,4.033497674521339
270,3.7146398638548384
271,3.6405881035043732
272,3.322208199204555
273,3.087421579240484
274,2.8256843603051305
275,2.7208554237179667
276,2.508765359141518
277,2.22910653459908
278,1.9236414340129138
279,1.5940483634665414
280,1.311536927208446
281,1.2377927113336258
282,1.0764371223162135
283,1.0858415605626286
284,1.0838764928584366
