Grid_Number,Del_popu_Health
1905,34333.0
1906,34333.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,-1.0
1911,-1.0
1912,-1.0
1913,-1.0
1914,9661.0
1915,9661.0
1916,-1.0
1917,978.0
1918,1637.0
1919,9826.0
1920,2207.0
1921,1292.0
1922,2380.0
1923,3135.0
1924,2279.0
1925,1824.0
1926,1495.0
1927,4005.0
1928,4177.0
1929,5396.0
1930,4795.0
1931,8677.0
1932,9716.0
1933,1565.0
1934,1613.0
1935,6520.0
1936,664.0
1937,4245.0
1938,4666.0
1939,9362.0
1940,11940.0
1941,735.0
1942,2665.0
1943,257.0
1944,4985.0
1945,6099.0
1946,1581.0
1947,1581.0
1948,3974.0
1949,3974.0
1950,3974.0
1951,-1.0
1952,-1.0
1953,-1.0
1954,34333.0
1955,34333.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,-1.0
1960,-1.0
1961,-1.0
1962,-1.0
1963,9661.0
1964,9661.0
1965,-1.0
1966,-1.0
1967,6341.0
1968,6341.0
1969,1385.0
1970,727.0
1971,1378.0
1972,2239.0
1973,3790.0
1974,3713.0
1975,8431.0
1976,2395.0
1977,3027.0
1978,12371.0
1979,6915.0
1980,5594.0
1981,26192.0
1982,8469.0
1983,3124.0
1984,1788.0
1985,1148.0
1986,5708.0
1987,8915.0
1988,2781.0
1989,2393.0
1990,9827.0
1991,10685.0
1992,3266.0
1993,114.0
1994,1478.0
1995,5531.0
1996,4916.0
1997,4916.0
1998,8744.0
1999,8744.0
2000,8744.0
2001,8744.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,4728.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,9661.0
2012,9661.0
2013,-1.0
2014,-1.0
2015,-1.0
2016,-1.0
2017,8920.0
2018,1297.0
2019,1403.0
2020,1491.0
2021,666.0
2022,224.0
2023,2625.0
2024,2812.0
2025,1377.0
2026,5514.0
2027,2002.0
2028,8899.0
2029,25302.0
2030,41384.0
2031,17054.0
2032,13320.0
2033,6502.0
2034,20938.0
2035,14878.0
2036,14878.0
2037,2157.0
2038,979.0
2039,7845.0
2040,2485.0
2041,3093.0
2042,114.0
2043,1603.0
2044,5531.0
2045,4916.0
2046,4916.0
2047,9514.0
2048,8744.0
2049,8744.0
2050,8744.0
2051,-1.0
2052,-1.0
2053,4728.0
2054,4728.0
2055,-1.0
2056,-1.0
2057,-1.0
2058,-1.0
2059,-1.0
2060,-1.0
2061,-1.0
2062,-1.0
2063,2512.0
2064,2514.0
2065,1354.0
2066,6038.0
2067,6038.0
2068,1301.0
2069,1595.0
2070,3738.0
2071,640.0
2072,248.0
2073,1349.0
2074,2226.0
2075,1512.0
2076,1702.0
2077,11944.0
2078,62284.0
2079,41141.0
2080,14259.0
2081,12366.0
2082,20164.0
2083,4984.0
2084,4670.0
2085,2376.0
2086,888.0
2087,1556.0
2088,1144.0
2089,7332.0
2090,5568.0
2091,2698.0
2092,3503.0
2093,1280.0
2094,1009.0
2095,9514.0
2096,33032.0
2097,8744.0
2098,8744.0
2099,9864.0
2100,9864.0
2101,4728.0
2102,4728.0
2103,4728.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,587.0
2110,587.0
2111,4362.0
2112,2512.0
2113,2514.0
2114,1354.0
2115,1672.0
2116,1672.0
2117,3022.0
2118,591.0
2119,7319.0
2120,4069.0
2121,4726.0
2122,4552.0
2123,2925.0
2124,3668.0
2125,4435.0
2126,6023.0
2127,15231.0
2128,41141.0
2129,41141.0
2130,4603.0
2131,20164.0
2132,8035.0
2133,1760.0
2134,1966.0
2135,2373.0
2136,479.0
2137,1040.0
2138,848.0
2139,2380.0
2140,1080.0
2141,3216.0
2142,10792.0
2143,11858.0
2144,4772.0
2145,33032.0
2146,33032.0
2147,3090.0
2148,9864.0
2149,9864.0
2150,10507.0
2151,10507.0
2152,3953.0
2153,1592.0
2154,162.0
2155,-1.0
2156,-1.0
2157,5387.0
2158,587.0
2159,587.0
2160,4362.0
2161,2023.0
2162,2023.0
2163,1354.0
2164,2591.0
2165,1672.0
2166,1706.0
2167,8725.0
2168,3425.0
2169,4752.0
2170,8826.0
2171,3104.0
2172,1922.0
2173,4595.0
2174,4435.0
2175,5774.0
2176,15231.0
2177,6783.0
2178,7079.0
2179,3351.0
2180,898.0
2181,2127.0
2182,1386.0
2183,2918.0
2184,1091.0
2185,2331.0
2186,1271.0
2187,706.0
2188,1608.0
2189,4102.0
2190,4350.0
2191,7411.0
2192,6358.0
2193,3248.0
2194,13606.0
2195,1840.0
2196,3090.0
2197,9864.0
2198,1083.0
2199,10507.0
2200,10507.0
2201,10507.0
2202,795.0
2203,-1.0
2204,-1.0
2205,1122.0
2206,5387.0
2207,5764.0
2208,4208.0
2209,4362.0
2210,5991.0
2211,1406.0
2212,1958.0
2213,2591.0
2214,1717.0
2215,2535.0
2216,9327.0
2217,7926.0
2218,4788.0
2219,3271.0
2220,3108.0
2221,847.0
2222,1050.0
2223,2373.0
2224,2373.0
2225,3851.0
2226,1517.0
2227,8470.0
2228,1100.0
2229,2155.0
2230,1655.0
2231,1384.0
2232,572.0
2233,1152.0
2234,5851.0
2235,4947.0
2236,2147.0
2237,5334.0
2238,3794.0
2239,3780.0
2240,1782.0
2241,7459.0
2242,2403.0
2243,1280.0
2244,1840.0
2245,18.0
2246,1083.0
2247,1083.0
2248,10507.0
2249,10507.0
2250,790.0
2251,154.0
2252,1232.0
2253,-1.0
2254,2171.0
2255,2288.0
2256,1234.0
2257,1060.0
2258,4215.0
2259,2501.0
2260,337.0
2261,1316.0
2262,3012.0
2263,1703.0
2264,4582.0
2265,5755.0
2266,903.0
2267,753.0
2268,904.0
2269,199.0
2270,3116.0
2271,1918.0
2272,10774.0
2273,5045.0
2274,949.0
2275,2379.0
2276,609.0
2277,3159.0
2278,1776.0
2279,5001.0
2280,350.0
2281,2410.0
2282,1786.0
2283,3789.0
2284,4763.0
2285,3089.0
2286,8244.0
2287,2291.0
2288,830.0
2289,223.0
2290,0.0
2291,0.0
2292,1280.0
2293,18.0
2294,18.0
2295,0.0
2296,949.0
2297,7808.0
2298,7808.0
2299,1877.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,194.0
2304,2502.0
2305,4212.0
2306,3356.0
2307,4237.0
2308,2559.0
2309,2841.0
2310,5354.0
2311,4897.0
2312,2818.0
2313,2177.0
2314,2417.0
2315,1788.0
2316,2879.0
2317,3418.0
2318,1937.0
2319,3116.0
2320,2146.0
2321,2436.0
2322,787.0
2323,2133.0
2324,2379.0
2325,6254.0
2326,1825.0
2327,2695.0
2328,1817.0
2329,6725.0
2330,3865.0
2331,3640.0
2332,441.0
2333,1668.0
2334,6773.0
2335,1555.0
2336,3805.0
2337,1294.0
2338,78.0
2339,1897.0
2340,1897.0
2341,-1.0
2342,-1.0
2343,949.0
2344,949.0
2345,-1.0
2346,7808.0
2347,7808.0
2348,1877.0
2349,698.0
2350,-1.0
2351,-1.0
2352,1001.0
2353,1510.0
2354,697.0
2355,587.0
2356,2296.0
2357,840.0
2358,4365.0
2359,2923.0
2360,2416.0
2361,1980.0
2362,9296.0
2363,10039.0
2364,5680.0
2365,1245.0
2366,5456.0
2367,3335.0
2368,7040.0
2369,4306.0
2370,565.0
2371,1179.0
2372,2307.0
2373,563.0
2374,5287.0
2375,8199.0
2376,2784.0
2377,1663.0
2378,2285.0
2379,2507.0
2380,2100.0
2381,4001.0
2382,7689.0
2383,5452.0
2384,1019.0
2385,4542.0
2386,850.0
2387,4780.0
2388,-1.0
2389,1897.0
2390,-1.0
2391,-1.0
2392,-1.0
2393,-1.0
2394,-1.0
2395,7808.0
2396,7808.0
2397,7808.0
2398,-1.0
2399,-1.0
2400,-1.0
2401,2299.0
2402,1036.0
2403,2199.0
2404,5422.0
2405,2622.0
2406,3057.0
2407,4428.0
2408,1568.0
2409,1570.0
2410,1343.0
2411,775.0
2412,6952.0
2413,5557.0
2414,2524.0
2415,2203.0
2416,11947.0
2417,2853.0
2418,909.0
2419,2506.0
2420,4632.0
2421,7443.0
2422,1155.0
2423,6364.0
2424,2218.0
2425,97.0
2426,4395.0
2427,820.0
2428,3814.0
2429,1117.0
2430,2512.0
2431,4622.0
2432,13361.0
2433,2332.0
2434,2834.0
2435,2197.0
2436,-1.0
2437,-1.0
2438,-1.0
2439,-1.0
2440,-1.0
2441,-1.0
2442,-1.0
2443,-1.0
2444,-1.0
2445,7808.0
2446,-1.0
2447,-1.0
2448,-1.0
2449,-1.0
2450,3420.0
2451,5833.0
2452,-1.0
2453,-1.0
2454,-1.0
2455,2482.0
2456,-1.0
2457,1302.0
2458,401.0
2459,-1.0
2460,2211.0
2461,5033.0
2462,-1.0
2463,-1.0
2464,-1.0
2465,6715.0
2466,1241.0
2467,1146.0
2468,1151.0
2469,984.0
2470,-1.0
2471,728.0
2472,2310.0
2473,120.0
2474,1147.0
2475,7061.0
2476,2289.0
2477,-1.0
2478,3292.0
2479,5503.0
2480,1541.0
2481,-1.0
2482,2533.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,-1.0
2487,-1.0
2488,-1.0
2489,-1.0
2490,-1.0
2491,-1.0
2492,-1.0
2493,-1.0
2494,-1.0
2495,-1.0
2496,-1.0
2497,-1.0
2498,-1.0
