Grid_Number,n_Education
515,0.26687006041199074
516,0.09687823882581219
517,0.5614226819460227
518,0.3801731810483842
519,0.8520464805997996
520,1.0639430429585977
521,1.5783603154812618
522,1.1487030005343943
523,0.23054326597402083
524,1.1223386978794587
525,2.1368995895055396
526,1.3887871727651635
527,0.8028282520757241
528,0.7768788764122244
529,0.42799061114673176
530,1.3197312948089228
531,0.9020261572329497
532,0.6282948465453667
533,0.3770354573786535
534,1.4882403869430954
535,2.4541030294329405
536,3.1749530602439386
537,2.4069761184235077
538,1.9941716214188667
539,2.145099778618663
540,2.774715828308225
541,2.664010154539016
542,2.1531026674076763
543,1.4896578329151466
544,0.8534004554346325
545,0.9176275113051615
546,0.40229036179117905
547,0.15169180758681794
548,0.05078020709774247
549,0.1363490019349842
550,0.2105472083582624
551,0.0689428659527986
552,0.15549945348258964
553,0.07126330337744677
554,0.3186818058840124
555,0.20720540869913295
556,0.10516668723483007
557,0.9486386985563018
558,1.1883580325237486
559,1.00564853835968
560,0.9274493292825625
561,1.280414675025964
562,1.686967500028423
563,2.258948967562795
564,1.1600978226176852
565,0.24832603384996216
566,1.1149929552288975
567,0.9070862688913788
568,1.6956603541199857
569,1.945935735544644
570,0.96604331129095
571,0.5996773953997656
572,0.9329829612660533
573,1.961289173085449
574,2.6506126747578316
575,1.6550340313945777
576,0.9619719660347669
577,1.2463269364673293
578,2.1566428832601487
579,1.6619215297864554
580,1.60794184595658
581,1.8581588192445921
582,0.7721549858413905
583,0.46103664469454736
584,0.10470126183010815
585,0.10124899411642481
586,0.09169201706899624
587,0.35199045473214075
588,0.4947567064464743
589,0.5524045174616287
590,0.2814433278461684
591,0.19587541806743877
592,0.3039286242597454
593,0.17093871296339322
594,0.120399944709732
595,0.03104083205093186
596,0.21801507874835946
597,0.3602810354282625
598,0.5537119365929604
599,1.4665193520021929
600,1.7560320582111715
601,1.7991519335485464
602,1.3512580164546282
603,0.4946086395661823
604,1.0659453660727567
605,1.8095005344489972
606,1.1663514738410288
607,1.284667505370082
608,0.08605851129602526
609,0.6202167234121592
610,0.9526070711275543
611,1.9706993766831018
612,2.486634083465182
613,1.3772398574326816
614,0.28825774357671535
615,0.8467525914078595
616,1.8131001093020338
617,0.7988060099090823
618,0.679494234057201
619,1.6607817810602363
620,1.0785076537198603
621,0.8828794448707632
622,0.37112969046231564
623,0.4053860148793408
624,0.09083364241323319
625,0.4235979222801962
626,1.2249561559459812
627,1.602990530942241
628,1.0772657745072072
629,0.4559536639444304
630,0.11011824180358581
631,0.18637190002659537
632,0.09766752282055512
633,0.11552661601079849
634,0.3270657580167457
635,0.08757311025958923
636,0.18337414037905989
637,0.501435177889176
638,0.8002955144244436
639,0.8551325961064661
640,1.3262158558753638
641,0.6006151175424558
642,0.47650810877431093
643,0.822086663310208
644,0.42708127964333825
645,0.6873609620800217
646,1.1380283660220865
647,1.593402145228051
648,1.770593268687656
649,2.4765540169661255
650,2.7482961044715157
651,1.8073433478043681
652,1.2052845265823287
653,1.4465235630294835
654,1.8369866413961529
655,0.8516300377771412
656,0.7408710127846363
657,1.6868219614674378
658,1.985044232350008
659,1.0502438800721428
660,0.05717853657786437
661,0.26558869106771216
662,0.431030870944866
663,1.0233577330627266
664,1.891905328142394
665,2.5492529343956107
666,1.9468503544325668
667,1.2611436120580373
668,0.3768963077107119
669,0.6913240631998866
670,0.5466876333877694
671,0.32653128323227437
672,0.18768017113444216
673,0.12328385625051763
674,0.12242618135463265
675,0.2852811250959349
676,0.10973232499018094
677,0.07872804924550046
678,0.4114281853459826
679,0.3360082996941789
680,0.08576302401402779
681,0.5228935246767689
682,1.0992304540830218
683,1.0871463912173966
684,1.0399644233364618
685,1.852240396800995
686,2.697326668673169
687,3.251291578844686
688,3.275381397023761
689,2.220512706591318
690,1.2673170052856209
691,0.7676083636973716
692,1.3328939652550127
693,1.738830414450853
694,1.6873083032155312
695,2.2678954338932584
696,2.1780195340418835
697,1.1509856012894883
698,0.21651203673678693
699,0.7632289331549406
700,1.4776300072394821
701,1.8507047278719932
702,2.5498339725834454
703,3.4086864280100744
704,2.7425710687234988
705,1.8756761985417838
706,1.210245431372596
707,0.18047539749183425
708,1.0360072759571943
709,0.5981917611092545
710,0.5669311999435068
711,0.024447406416600394
712,0.15724861199179713
713,0.0987781828934846
714,0.22370994703564606
715,0.29840616057444486
716,0.162191052176622
717,0.49537864173533175
718,0.906910891491375
719,1.3571188103724985
720,0.5046485570151826
721,0.3143638011479262
722,0.5197428944462336
723,1.1814470171840987
724,1.922268982228716
725,2.5055684245100287
726,3.1691866197795497
727,2.0606645091250226
728,0.9601015304797406
729,0.14174940803795344
730,1.1240013114460294
731,2.2201354164446467
732,2.7122077288150894
733,3.106789375711541
734,2.3967844880925004
735,1.4090377642076
736,0.8360988504218472
737,1.3731705948287507
738,2.2933080702204576
739,2.3127205317973853
740,2.118870944044879
741,2.4645118665370247
742,3.182905222387866
743,2.608569836665726
744,1.7028108589628848
745,1.2113444442832606
746,1.583669225768921
747,1.2864285225339545
748,0.21175786630679333
749,0.07827912347051226
750,0.172815742270572
751,0.18607012943374182
752,0.06129126868191277
753,0.33611712579115277
754,0.12861058168650993
755,0.11936099095032549
756,0.3142153622690008
757,0.5401623023281558
758,0.560590386519971
759,0.06536759968149818
760,0.11035580088082227
761,0.6739535245106308
762,0.9815091531252981
763,1.8323110580422954
764,2.7999110246798686
765,2.2146158051269285
766,1.1029152350295344
767,0.034397809177648425
768,1.1219655721852748
769,2.233672452114571
770,3.345540441211321
771,3.8521612192713923
772,2.9337557970492845
773,2.201718048292003
774,1.887078144015102
775,2.1788592770198028
776,1.9100441519808766
777,1.3447543516296872
778,1.0736524925391746
779,1.6544291326176261
780,2.6066077868286315
781,2.7192344792865666
782,1.9040947180888559
783,1.5263615340293488
784,1.7834488362984404
785,1.3367042006532903
786,1.191190507225226
787,0.8908266891534294
788,0.2705674732478711
789,0.05728230623652373
790,0.07100992055966782
791,0.018131877645908987
792,0.1667112033405252
793,0.27490759650495544
794,0.12493756414180042
795,0.4674882506461474
796,0.10887000902943951
797,0.07996747346186238
798,0.3947779549984963
799,0.41741570086024893
800,0.3520207705866647
801,1.460570936566499
802,2.5720572778993462
803,2.1186883743824696
804,1.0071470100636908
805,0.1127480123162993
806,1.2181713635402707
807,2.3298139775273463
808,3.4416547199106127
809,4.553548461864109
810,3.698561222051178
811,3.149553801801899
812,2.938177216340363
813,2.4862214095379738
814,1.3882458802872664
815,0.3821239217517071
816,0.1569077601067349
817,1.26850077611645
818,2.3804265867964567
819,2.30023098159493
820,1.233908554832734
821,0.47629865881907235
822,1.1251690468711697
823,0.3899942459238779
824,0.38636755915832305
825,0.5209847139921333
826,0.5497598186683536
827,0.6513852721846164
828,0.2658081577184918
829,0.12957789986100185
830,0.11711483196666365
831,0.22138090944185126
832,0.3211471689414036
833,0.1273879821896484
834,0.16118123051953187
835,0.3304040892896316
