Grid_Number,Grid_Population
710,0
711,0
712,2863
713,2250
714,12216
715,2088
716,3628
717,752
718,0
719,0
720,1555
721,1500
722,0
723,0
724,3112
725,0
726,3728
727,6503
728,4615
729,3678
730,1998
731,535
732,0
733,0
734,1068
735,7665
736,3431
737,298
738,406
739,3723
740,6485
741,2611
742,1182
743,256
744,1068
745,849
746,1766
747,1722
748,439
749,3621
750,0
751,1688
752,187
753,1915
754,14969
755,31767
756,32330
757,8045
758,5200
759,4078
760,0
761,1580
762,5197
763,20000
764,4183
765,5499
766,1244
767,0
768,60
769,55
770,0
771,0
772,29
773,0
774,0
775,0
776,0
777,7466
778,4537
779,835
780,1507
781,0
782,0
783,35
784,4507
785,11879
786,7958
787,8155
788,9702
789,8990
790,8379
791,4909
792,2146
793,5219
794,1521
795,273
796,247
797,40
798,1938
799,1305
800,2409
801,311
802,5538
803,19194
804,21802
805,23457
806,12761
807,4083
808,0
809,0
810,931
811,4850
812,17424
813,12769
814,1082
815,0
816,0
817,5561
818,2002
819,216
820,1484
821,1953
822,0
823,0
824,2329
825,2803
826,3780
827,8
828,110
829,365
830,151
831,928
832,2340
833,541
834,6274
835,11958
836,16885
837,15629
838,14143
839,13221
840,13040
841,10495
842,7027
843,1409
844,448
845,198
846,32
847,1411
848,11105
849,10641
850,381
851,4860
852,14060
853,8856
854,27384
855,18288
856,13623
857,1558
858,73
859,3521
860,3858
861,16542
862,5761
863,627
864,337
865,3255
866,14036
867,416
868,1329
869,341
870,278
871,0
872,0
873,8401
874,4487
875,0
876,2259
877,2696
878,1396
879,2391
880,240
881,225
882,0
883,3997
884,7386
885,15548
886,17500
887,17966
888,14450
889,17990
890,17680
891,8112
892,6832
893,2869
894,1741
895,2028
896,1354
897,1247
898,1370
899,6106
900,5045
901,3756
902,13968
903,20408
904,21548
905,14427
906,7081
907,3237
908,11210
909,4007
910,18801
911,1369
912,1066
913,0
914,52
915,4469
916,1593
917,315
918,0
919,414
920,0
921,0
922,0
923,3450
924,0
925,95
926,58
927,94
928,1821
929,3172
930,989
931,1160
932,933
933,2786
934,4313
935,8782
936,15075
937,16106
938,14438
939,9244
940,8010
941,10954
942,7667
943,2920
944,682
945,1632
946,1560
947,1165
948,13456
949,6244
950,10849
951,18712
952,24483
953,14567
954,15413
955,14754
956,6150
957,1392
958,16368
959,23667
960,4377
961,10333
962,5471
963,3749
964,12605
965,0
966,0
967,0
968,420
969,650
970,3095
971,3113
972,0
973,0
974,563
975,282
976,0
977,0
978,553
979,20
980,8719
981,9992
982,11518
983,7865
984,10571
985,16864
986,17321
987,14959
988,3105
989,3940
990,15550
991,11893
992,1413
993,203
994,5276
995,4234
996,910
997,4827
998,12689
999,18476
1000,18738
1001,27535
1002,25489
1003,20888
1004,15454
1005,12064
1006,2094
1007,14882
1008,23929
1009,5080
1010,13852
1011,9148
1012,6344
1013,14984
1014,0
1015,0
1016,1052
1017,0
1018,144
1019,20468
1020,13953
1021,378
1022,0
1023,212
1024,775
1025,198
1026,1406
1027,189
1028,356
1029,12622
1030,15218
1031,12990
1032,7793
1033,11647
1034,16670
1035,12059
1036,14822
1037,2405
1038,1188
1039,12071
1040,15556
1041,5603
1042,4802
1043,6039
1044,2737
1045,10980
1046,9412
1047,12964
1048,25525
1049,26569
1050,23309
1051,23547
1052,20782
1053,21481
1054,11997
1055,11266
1056,19634
1057,26502
1058,19205
1059,19040
1060,4387
1061,14426
1062,5393
1063,0
1064,0
1065,14042
1066,12407
1067,20589
1068,24344
1069,12455
1070,475
1071,725
1072,1387
1073,0
1074,3025
1075,7828
1076,1060
1077,709
1078,6700
1079,13340
1080,10954
1081,11331
1082,16782
1083,16670
1084,12323
1085,13291
1086,6620
1087,4920
1088,8458
1089,2094
1090,1696
1091,21159
1092,7640
1093,9226
1094,15527
1095,8110
1096,16493
1097,14368
1098,27939
1099,23676
1100,23967
1101,17845
1102,17571
1103,13651
1104,26723
1105,26973
1106,30240
1107,22881
1108,19228
1109,8954
1110,18124
1111,15240
1112,158
1113,1353
1114,10021
1115,12276
1116,31122
1117,25566
1118,14309
1119,4622
1120,481
1121,845
1122,0
1123,1095
1124,1249
1125,88
1126,923
1127,4822
1128,10129
1129,10217
1130,9184
1131,10989
1132,12301
1133,7660
1134,9059
1135,13105
1136,12417
1137,15466
1138,4188
1139,0
1140,6535
1141,8700
1142,8294
1143,19361
1144,11751
1145,28326
1146,24631
1147,26677
1148,24768
1149,30733
1150,27062
1151,16997
1152,19794
1153,19558
1154,30833
1155,33236
1156,26001
1157,24974
1158,19940
1159,20569
1160,15741
1161,1012
1162,2824
1163,4758
1164,1562
1165,16339
1166,12009
1167,770
1168,821
1169,181
1170,0
1171,884
1172,2136
1173,191
1174,732
1175,228
1176,2000
1177,8271
1178,6321
1179,6524
1180,9761
1181,14439
1182,12794
1183,14333
1184,13427
1185,13137
1186,6808
1187,15623
1188,9540
1189,6141
1190,3734
1191,14995
1192,9014
1193,17531
1194,24776
1195,31822
1196,30902
1197,30110
1198,34084
1199,31919
1200,23918
1201,6861
1202,17324
1203,27470
1204,31638
1205,29226
1206,21070
1207,24443
1208,8219
1209,5765
1210,5513
1211,9630
1212,531
1213,583
1214,783
1215,17594
1216,12945
1217,6052
1218,467
1219,3001
1220,6904
1221,6426
1222,437
1223,7956
1224,4671
1225,606
1226,7994
1227,5374
1228,10276
1229,5484
1230,12759
1231,16397
1232,16313
1233,17312
1234,18328
1235,9938
1236,12790
1237,18476
1238,9751
1239,3328
1240,17431
1241,6362
1242,11352
1243,27557
1244,29897
1245,31097
1246,33688
1247,32118
1248,36499
1249,33404
1250,21332
1251,27837
1252,30940
1253,31425
1254,29890
1255,28927
1256,28946
1257,21645
1258,10265
1259,13979
1260,4721
1261,588
1262,0
1263,0
1264,6228
1265,10537
1266,813
1267,1192
1268,7049
1269,23876
1270,18029
1271,3522
1272,920
1273,1697
1274,3951
1275,7755
1276,10033
1277,3454
1278,7953
1279,11634
1280,14876
1281,14740
1282,19122
1283,14930
1284,9888
1285,9610
1286,9059
1287,10111
1288,7984
1289,16066
1290,4072
1291,9525
1292,12004
1293,19586
1294,25595
1295,33462
1296,31253
1297,35496
1298,26584
1299,33673
1300,23218
1301,27768
1302,32677
1303,32794
1304,22412
1305,30792
1306,22395
1307,10994
1308,15670
1309,1820
1310,2440
1311,9381
1312,5081
1313,6310
1314,6612
1315,4533
1316,7248
1317,18563
1318,18346
1319,19224
1320,4001
1321,3462
1322,2777
1323,5255
1324,4215
1325,14148
1326,9688
1327,5663
1328,2385
1329,8693
1330,11929
1331,16618
1332,10187
1333,2232
1334,7578
1335,15014
1336,9212
1337,9251
1338,14873
1339,2088
1340,9589
1341,12907
1342,13272
1343,24292
1344,31314
1345,30601
1346,28568
1347,30342
1348,32611
1349,31248
1350,30874
1351,18144
1352,35395
1353,30438
1354,33679
1355,16219
1356,11254
1357,14403
1358,7156
1359,786
1360,5637
1361,79
1362,582
1363,144
1364,2168
1365,19564
1366,19193
1367,5444
1368,8768
1369,4109
1370,5644
1371,1486
1372,3674
1373,4428
1374,3930
1375,3294
1376,1195
1377,333
1378,0
1379,5211
1380,4851
1381,86
1382,123
1383,6733
1384,8730
1385,14596
1386,10355
1387,8645
1388,13892
1389,13522
1390,10607
1391,8827
1392,18745
1393,26709
1394,27235
1395,25192
1396,34420
1397,33785
1398,29808
1399,29429
1400,21687
1401,29062
1402,30645
1403,24192
1404,9830
1405,21667
1406,26076
1407,6377
1408,2433
1409,14483
1410,593
1411,874
1412,443
1413,474
1414,5483
1415,8886
1416,2575
1417,262
1418,3845
1419,6444
1420,5577
1421,701
1422,417
1423,0
1424,689
1425,146
1426,1859
1427,4135
1428,16253
1429,7255
1430,1694
1431,0
1432,1128
1433,599
1434,7827
1435,22199
1436,9099
1437,15348
1438,16877
1439,15035
1440,21134
1441,20220
1442,18806
1443,21427
1444,28670
1445,34461
1446,31943
1447,28971
1448,26128
1449,32528
1450,33417
1451,31422
1452,27560
1453,14935
1454,26594
1455,21732
1456,4597
1457,7674
1458,9853
1459,752
1460,6806
1461,5168
1462,0
1463,181
1464,4277
1465,7120
1466,12010
1467,16440
1468,9553
1469,4794
1470,0
1471,402
1472,1473
1473,4155
1474,3372
1475,326
1476,7790
1477,17202
1478,11313
1479,9917
1480,105
1481,252
1482,5497
1483,6200
1484,10691
1485,7152
1486,15449
1487,12194
1488,9567
1489,18885
1490,31064
1491,18101
1492,24718
1493,33056
1494,30588
1495,33197
1496,34441
1497,34953
1498,38615
1499,35257
1500,33453
1501,32422
1502,20262
1503,27624
1504,31159
1505,27588
1506,20479
1507,8587
1508,12918
1509,17208
1510,13206
1511,9449
1512,5343
1513,1124
1514,931
1515,2210
1516,5338
1517,4989
1518,4541
1519,1014
1520,0
1521,6033
1522,11546
1523,13887
1524,8494
1525,8332
1526,9251
1527,7489
1528,17111
1529,1336
1530,2779
1531,13348
1532,17366
1533,3723
1534,1596
1535,5850
1536,19909
1537,15746
1538,9041
1539,12906
1540,6911
1541,18508
1542,20929
1543,21469
1544,36467
1545,33721
1546,33081
1547,38521
1548,34930
1549,25117
1550,19812
1551,30313
1552,26098
1553,36686
1554,33501
1555,20703
1556,17350
1557,9197
1558,16698
1559,14427
1560,6709
1561,5899
1562,3307
1563,1866
1564,430
1565,4048
1566,3382
1567,2548
1568,1002
1569,787
1570,6360
1571,8607
1572,2058
1573,4054
1574,17604
1575,16027
1576,13519
1577,17463
1578,5141
1579,11528
1580,16917
1581,12078
1582,6619
1583,9890
1584,13933
1585,21224
1586,22876
1587,15929
1588,2152
1589,2128
1590,10627
1591,3523
1592,5784
1593,36523
1594,28454
1595,34530
1596,36262
1597,36472
1598,34315
1599,21943
1600,29160
1601,30548
1602,30474
1603,25595
1604,8520
1605,1607
1606,603
1607,6566
1608,6816
1609,3398
1610,2346
1611,1234
1612,3113
1613,951
1614,1420
1615,135
1616,282
1617,708
1618,2299
1619,133
1620,4531
1621,5296
1622,3107
1623,12446
1624,16015
1625,16560
1626,21005
1627,14680
1628,24077
1629,19558
1630,2136
1631,4806
1632,19968
1633,32796
1634,32748
1635,23663
1636,17833
1637,2925
1638,380
1639,4783
1640,10962
1641,19578
1642,24201
1643,36053
1644,35409
1645,33384
1646,31775
1647,39345
1648,33634
1649,38805
1650,33738
1651,23293
1652,17586
1653,7314
1654,3269
1655,1350
1656,4006
1657,0
1658,4898
1659,2138
1660,1928
1661,261
1662,4205
1663,2924
1664,2063
1665,691
1666,1862
1667,73
1668,929
1669,13018
1670,9277
1671,7758
1672,12974
1673,15115
1674,14123
1675,13031
1676,22940
1677,14298
1678,10002
1679,1414
1680,8140
1681,31190
1682,33253
1683,35045
1684,30918
1685,23889
1686,4346
1687,254
1688,1510
1689,28027
1690,34459
1691,21805
1692,37253
1693,29273
1694,22826
1695,33025
1696,37538
1697,36618
1698,30972
1699,22983
1700,10379
1701,6143
1702,13106
1703,14191
1704,1520
1705,813
1706,2764
1707,2539
1708,10533
1709,2166
1710,1163
1711,1928
1712,2811
1713,707
1714,1482
1715,772
1716,103
1717,7564
1718,5733
1719,10836
1720,19840
1721,20809
1722,16568
1723,17156
1724,25727
1725,21677
1726,13613
1727,14242
1728,8830
1729,26404
1730,21600
1731,33456
1732,30572
1733,33638
1734,31960
1735,19572
1736,9686
1737,3087
1738,30745
1739,37575
1740,37884
1741,38006
1742,30714
1743,26249
1744,33857
1745,36685
1746,17515
1747,15771
1748,24326
1749,16056
1750,6254
1751,15209
1752,3549
1753,2228
1754,1312
1755,2613
1756,0
1757,4324
1758,8352
1759,9751
1760,5364
1761,3930
1762,1184
1763,1931
1764,1400
1765,94
1766,6272
1767,7218
1768,6244
1769,9072
1770,10956
1771,12809
1772,11968
1773,13230
1774,13531
1775,8470
1776,20664
1777,22249
1778,24238
1779,11108
1780,33112
1781,32175
1782,27479
1783,26845
1784,32524
1785,24549
1786,28984
1787,21580
1788,36691
1789,38090
1790,34413
1791,26349
1792,36601
1793,26084
1794,27634
1795,4664
1796,12163
1797,26400
1798,25028
1799,20548
1800,6898
1801,291
1802,0
1803,178
1804,44
1805,0
1806,914
1807,3782
1808,1556
1809,4370
1810,3964
1811,1753
1812,1890
1813,277
1814,31
1815,1672
1816,7263
1817,6168
1818,7407
1819,7728
1820,8708
1821,6519
1822,10105
1823,16801
1824,23574
1825,25507
1826,28086
1827,34877
1828,36294
1829,32642
1830,32499
1831,17926
1832,30174
1833,36881
1834,36618
1835,36741
1836,30421
1837,35660
1838,40617
1839,37455
1840,34531
1841,37879
1842,32951
1843,30357
1844,18402
1845,17964
1846,17451
1847,15632
1848,12471
1849,5683
1850,128
1851,0
1852,988
1853,1280
1854,52
1855,752
1856,6028
1857,1771
1858,5867
1859,3018
1860,715
1861,89
1862,355
1863,0
1864,3349
1865,611
1866,450
1867,1678
1868,962
1869,2374
1870,2677
1871,12602
1872,20671
1873,18241
1874,32725
1875,31710
1876,32310
1877,32489
1878,34077
1879,34189
1880,30731
1881,36210
1882,39805
1883,39909
1884,39977
1885,38379
1886,39441
1887,42257
1888,40300
1889,19423
1890,18748
1891,36933
1892,29048
1893,20457
1894,25774
1895,7091
1896,2573
1897,99
1898,0
1899,211
1900,0
1901,0
1902,2087
1903,2023
1904,5800
1905,4611
1906,3326
1907,2006
1908,1261
1909,2051
1910,791
1911,1593
1912,664
1913,3424
1914,6901
1915,320
1916,127
1917,0
1918,0
1919,7372
1920,17095
1921,23226
1922,26225
1923,27409
1924,29629
1925,23635
1926,25321
1927,36516
1928,36673
1929,38931
1930,40410
1931,41240
1932,40984
1933,40925
1934,40406
1935,39735
1936,38935
1937,40942
1938,38790
1939,33800
1940,34069
1941,33306
1942,22566
1943,20260
1944,5905
1945,2073
1946,375
1947,58
1948,226
1949,0
1950,0
1951,0
1952,2941
1953,6850
1954,2752
1955,804
1956,18
1957,0
1958,748
1959,1750
1960,1251
1961,847
1962,60
1963,2729
1964,0
1965,0
1966,0
1967,0
1968,7284
1969,22047
1970,24959
1971,30143
1972,26364
1973,33072
1974,30732
1975,34038
1976,37667
1977,35353
1978,36349
1979,25489
1980,33561
1981,41233
1982,41598
1983,38221
1984,36158
1985,36213
1986,32167
1987,13120
1988,2320
1989,1740
1990,6366
1991,7418
1992,2278
1993,1715
1994,106
1995,472
1996,1572
1997,2895
1998,195
1999,355
2000,0
2001,33
2002,431
2003,124
2004,0
2005,437
2006,1849
2007,418
2008,1359
2009,320
2010,142
2011,890
2012,0
2013,556
2014,0
2015,0
2016,0
2017,4135
2018,20895
2019,25844
2020,18535
2021,12853
2022,31438
2023,36559
2024,36327
2025,38008
2026,30170
2027,40069
2028,27786
2029,31484
2030,39104
2031,39949
2032,35479
2033,29596
2034,22633
2035,11820
2036,10383
2037,1402
2038,237
2039,5538
2040,11884
2041,13259
2042,6309
2043,4012
2044,7592
2045,337
2046,755
2047,1686
2048,205
2049,2172
2050,144
2051,3566
2052,1379
2053,13
2054,306
2055,2644
2056,442
2057,3036
2058,745
2059,0
2060,169
2061,0
2062,173
2063,0
2064,412
2065,0
2066,46
2067,5475
2068,21178
2069,15176
2070,28664
2071,33276
2072,34413
2073,20855
2074,37354
2075,34376
2076,38057
2077,23273
2078,27118
2079,26004
2080,29733
2081,24755
2082,20726
2083,11692
2084,22786
2085,17783
2086,16425
2087,16820
2088,23864
2089,23019
2090,9846
2091,13816
2092,12521
2093,2227
2094,3400
2095,2326
2096,15306
2097,2647
2098,0
2099,0
2100,1204
2101,1530
2102,438
2103,2293
2104,2229
2105,473
2106,256
2107,2628
2108,0
2109,0
2110,96
2111,288
2112,108
2113,3382
2114,541
2115,934
2116,1142
2117,2340
2118,12001
2119,18792
2120,37144
2121,31834
2122,27329
2123,35676
2124,32060
2125,21567
2126,6218
2127,8098
2128,15612
2129,22093
2130,6093
2131,13046
2132,25124
2133,35057
2134,33503
2135,29540
2136,31322
2137,36818
2138,30474
2139,31371
2140,29106
2141,14051
2142,8294
2143,17610
2144,10028
2145,23058
2146,152
2147,0
2148,1251
2149,3425
2150,7103
2151,1826
2152,2391
2153,2302
2154,238
2155,0
2156,11098
2157,2756
2158,620
2159,233
2160,100
2161,95
2162,1654
2163,45
2164,591
2165,2644
2166,6090
2167,7756
2168,21186
2169,36186
2170,28744
2171,33343
2172,30874
2173,7870
2174,7165
2175,3560
2176,11487
2177,20334
2178,24593
2179,32031
2180,32733
2181,29888
2182,33493
2183,37081
2184,37212
2185,34466
2186,33758
2187,28702
2188,31421
2189,23862
2190,19865
2191,20161
2192,24296
2193,25150
2194,20497
2195,4261
2196,549
2197,4790
2198,2311
2199,1380
2200,508
2201,241
2202,2957
2203,637
2204,0
2205,16948
2206,14670
2207,5263
2208,2783
2209,4124
2210,5099
2211,7222
2212,2102
2213,5983
2214,14931
2215,17981
2216,25255
2217,32987
2218,35925
2219,20752
2220,26282
2221,31612
2222,6012
2223,5022
2224,3286
2225,12932
2226,37617
2227,35307
2228,38895
2229,35648
2230,31464
2231,37584
2232,35803
2233,32055
2234,33957
2235,34851
2236,33217
2237,31376
2238,25708
2239,32597
2240,30582
2241,23394
2242,14832
2243,6687
2244,2672
2245,0
2246,0
2247,0
2248,0
2249,0
2250,1305
2251,4210
2252,1588
2253,546
2254,16823
2255,17916
2256,19292
2257,11104
2258,4668
2259,5579
2260,11759
2261,9153
2262,14547
2263,29465
2264,33542
2265,26043
2266,11765
2267,31370
2268,30430
2269,23948
2270,14772
2271,4342
2272,11259
2273,23522
2274,33517
2275,30940
2276,33830
2277,31780
2278,37964
2279,35598
2280,30215
2281,35026
2282,34632
2283,34736
2284,34966
2285,30835
2286,29093
2287,29401
2288,29476
2289,5094
2290,106
2291,0
2292,761
2293,83
2294,0
2295,122
2296,15
2297,1371
2298,1253
2299,1507
2300,1833
2301,541
2302,266
2303,18239
2304,18909
2305,19584
2306,19669
2307,18972
2308,15123
2309,19836
2310,19563
2311,20488
2312,33653
2313,30667
2314,18496
2315,14443
2316,22832
2317,22638
2318,6262
2319,3324
2320,11436
2321,21734
2322,26379
2323,32174
2324,20965
2325,36553
2326,37026
2327,25085
2328,29117
2329,34792
2330,37078
2331,30612
2332,34782
2333,30325
2334,25150
2335,8649
2336,21137
2337,24590
2338,2634
2339,0
2340,366
2341,0
2342,699
2343,1735
2344,320
2345,28
2346,1475
2347,751
2348,0
2349,0
2350,0
2351,0
2352,20735
2353,20883
2354,20885
2355,19678
2356,20424
2357,19792
2358,19510
2359,20490
2360,20630
2361,26498
2362,30538
2363,17291
2364,15691
2365,17610
2366,11188
2367,1433
2368,12503
2369,20892
2370,21823
2371,23609
2372,33038
2373,31880
2374,38487
2375,36633
2376,20705
2377,27109
2378,30484
2379,34576
2380,33628
2381,32985
2382,25248
2383,20641
2384,2671
2385,7291
2386,12743
2387,4716
2388,1740
2389,0
2390,1526
2391,1497
2392,2745
2393,1272
2394,1386
2395,54
2396,657
2397,128
2398,0
2399,0
2400,0
2401,20234
2402,19493
2403,18956
2404,14472
2405,12539
2406,10283
2407,8517
2408,12827
2409,9708
2410,16277
2411,26109
2412,16416
2413,4878
2414,5359
2415,10914
2416,13446
2417,13793
2418,22699
2419,24523
2420,23559
2421,32264
2422,37122
2423,29735
2424,20013
2425,21257
2426,20898
2427,20456
2428,22454
2429,32544
2430,32190
2431,18825
2432,11923
2433,10387
2434,3071
2435,139
2436,265
2437,160
2438,0
2439,244
2440,808
2441,2806
2442,506
2443,985
2444,0
2445,2088
2446,384
2447,534
2448,374
2449,605
2450,12495
2451,15998
2452,13563
2453,3810
2454,592
2455,547
2456,1742
2457,8900
2458,9443
2459,7946
2460,14897
2461,9073
2462,4044
2463,7748
2464,15684
2465,15520
2466,13996
2467,21336
2468,24069
2469,24387
2470,20894
2471,26471
2472,22053
2473,16660
2474,20116
2475,12949
2476,16208
2477,19394
2478,32154
2479,28005
2480,11888
2481,3153
2482,11292
2483,690
2484,679
2485,94
2486,0
2487,4231
2488,5176
2489,713
2490,972
2491,0
2492,547
2493,1515
2494,93
2495,0
2496,1153
2497,2561
2498,33
