Grid_Number,Education
265,90.0
266,76.0
267,68.0
268,60.0
269,76.0
270,99.0
271,154.0
272,186.0
273,236.0
274,242.0
275,225.0
276,179.0
277,118.0
278,72.0
279,57.0
280,52.0
281,46.0
282,49.0
283,49.0
284,42.0
285,38.0
286,52.0
287,45.0
288,58.0
289,88.0
290,97.0
291,91.0
292,76.0
293,70.0
294,74.0
295,92.0
296,108.0
297,117.0
298,117.0
299,100.0
300,83.0
301,62.0
302,59.0
303,68.0
304,66.0
305,64.0
306,66.0
307,77.0
308,89.0
309,100.0
310,106.0
311,99.0
312,101.0
313,98.0
314,90.0
315,83.0
316,73.0
317,73.0
318,95.0
319,129.0
320,201.0
321,262.0
322,285.0
323,283.0
324,275.0
325,242.0
326,178.0
327,121.0
328,63.0
329,54.0
330,47.0
331,50.0
332,57.0
333,53.0
334,54.0
335,51.0
336,44.0
337,78.0
338,101.0
339,89.0
340,85.0
341,81.0
342,79.0
343,89.0
344,110.0
345,113.0
346,121.0
347,125.0
348,106.0
349,94.0
350,79.0
351,60.0
352,63.0
353,66.0
354,58.0
355,61.0
356,72.0
357,80.0
358,100.0
359,116.0
360,115.0
361,107.0
362,94.0
363,92.0
364,94.0
365,79.0
366,87.0
367,123.0
368,187.0
369,252.0
370,288.0
371,292.0
372,293.0
373,280.0
374,274.0
375,235.0
376,164.0
377,83.0
378,45.0
379,50.0
380,58.0
381,53.0
382,55.0
383,47.0
384,45.0
385,47.0
386,81.0
387,86.0
388,85.0
389,82.0
390,83.0
391,83.0
392,105.0
393,124.0
394,129.0
395,132.0
396,135.0
397,118.0
398,103.0
399,86.0
400,74.0
401,70.0
402,62.0
403,70.0
404,62.0
405,65.0
406,85.0
407,108.0
408,121.0
409,118.0
410,109.0
411,112.0
412,99.0
413,94.0
414,123.0
415,123.0
416,157.0
417,222.0
418,295.0
419,302.0
420,307.0
421,303.0
422,297.0
423,286.0
424,258.0
425,184.0
426,111.0
427,46.0
428,43.0
429,45.0
430,49.0
431,47.0
432,49.0
433,53.0
434,56.0
435,84.0
436,96.0
437,92.0
438,89.0
439,85.0
440,77.0
441,117.0
442,124.0
443,130.0
444,140.0
445,146.0
446,132.0
447,110.0
448,97.0
449,89.0
450,86.0
451,73.0
452,73.0
453,58.0
454,72.0
455,91.0
456,104.0
457,118.0
458,126.0
459,127.0
460,150.0
461,153.0
462,159.0
463,154.0
464,148.0
465,166.0
466,230.0
467,324.0
468,328.0
469,320.0
470,318.0
471,311.0
472,294.0
473,256.0
474,209.0
475,122.0
476,50.0
477,51.0
478,51.0
479,53.0
480,56.0
481,58.0
482,66.0
483,75.0
484,83.0
485,96.0
486,95.0
487,87.0
488,80.0
489,77.0
490,127.0
491,133.0
492,143.0
493,164.0
494,176.0
495,154.0
496,126.0
497,107.0
498,92.0
499,91.0
500,89.0
501,79.0
502,65.0
503,88.0
504,92.0
505,111.0
506,126.0
507,144.0
508,185.0
509,214.0
510,230.0
511,216.0
512,199.0
513,166.0
514,179.0
515,240.0
516,331.0
517,328.0
518,339.0
519,335.0
520,327.0
521,309.0
522,264.0
523,211.0
524,121.0
525,54.0
526,56.0
527,61.0
528,66.0
529,69.0
530,66.0
531,72.0
532,79.0
533,86.0
534,101.0
535,86.0
536,89.0
537,82.0
538,74.0
539,144.0
540,165.0
541,191.0
542,205.0
543,215.0
544,183.0
545,162.0
546,140.0
547,129.0
548,104.0
549,109.0
550,97.0
551,89.0
552,102.0
553,111.0
554,121.0
555,150.0
556,186.0
557,238.0
558,277.0
559,278.0
560,265.0
561,243.0
562,211.0
563,216.0
564,248.0
565,315.0
566,340.0
567,336.0
568,324.0
569,313.0
570,295.0
571,253.0
572,180.0
573,111.0
574,57.0
575,60.0
576,66.0
577,73.0
578,69.0
579,70.0
580,72.0
581,81.0
582,76.0
583,97.0
584,87.0
585,88.0
586,82.0
587,75.0
588,160.0
589,203.0
590,241.0
591,279.0
592,279.0
593,237.0
594,240.0
595,224.0
596,200.0
597,154.0
598,124.0
599,116.0
600,98.0
601,104.0
602,119.0
603,136.0
604,192.0
605,257.0
606,309.0
607,330.0
608,349.0
609,328.0
610,308.0
611,267.0
612,247.0
613,253.0
614,284.0
615,35.0
616,62.0
617,64.0
618,309.0
619,291.0
620,251.0
621,167.0
622,97.0
623,73.0
624,79.0
625,78.0
626,78.0
627,81.0
628,81.0
629,80.0
630,81.0
631,72.0
632,74.0
633,83.0
634,87.0
635,82.0
636,74.0
637,167.0
638,241.0
639,291.0
640,322.0
641,330.0
642,312.0
643,310.0
644,306.0
645,252.0
646,221.0
647,166.0
648,151.0
649,123.0
650,135.0
651,138.0
652,154.0
653,210.0
654,320.0
655,356.0
656,362.0
657,93.0
658,97.0
659,358.0
660,337.0
661,303.0
662,266.0
663,267.0
664,317.0
665,37.0
666,49.0
667,293.0
668,278.0
669,236.0
670,153.0
671,104.0
672,87.0
673,82.0
674,82.0
675,92.0
676,98.0
677,92.0
678,95.0
679,93.0
680,90.0
681,86.0
682,73.0
683,62.0
684,63.0
685,57.0
686,185.0
687,270.0
688,306.0
689,383.0
690,410.0
691,399.0
692,396.0
693,385.0
694,355.0
695,295.0
696,269.0
697,219.0
698,187.0
699,158.0
700,156.0
701,218.0
702,277.0
703,378.0
704,411.0
705,100.0
706,136.0
707,129.0
708,438.0
709,411.0
710,407.0
711,339.0
712,280.0
713,275.0
714,38.0
715,274.0
716,270.0
717,234.0
718,191.0
719,134.0
720,105.0
721,84.0
722,92.0
723,97.0
724,103.0
725,102.0
726,103.0
727,99.0
728,97.0
729,102.0
730,97.0
731,80.0
732,64.0
733,53.0
734,47.0
735,204.0
736,284.0
737,338.0
738,401.0
739,435.0
740,459.0
741,453.0
742,482.0
743,473.0
744,400.0
745,342.0
746,278.0
747,255.0
748,210.0
749,202.0
750,301.0
751,326.0
752,436.0
753,488.0
754,138.0
755,170.0
756,153.0
757,539.0
758,520.0
759,452.0
760,390.0
761,336.0
762,275.0
763,48.0
764,267.0
765,263.0
766,236.0
767,193.0
768,147.0
769,112.0
770,87.0
771,81.0
772,113.0
773,127.0
774,149.0
775,140.0
776,116.0
777,99.0
778,94.0
779,105.0
780,77.0
781,67.0
782,47.0
783,42.0
784,270.0
785,365.0
786,435.0
787,479.0
788,501.0
789,577.0
790,550.0
791,593.0
792,535.0
793,490.0
794,419.0
795,366.0
796,333.0
797,267.0
798,298.0
799,315.0
800,378.0
801,491.0
802,541.0
803,134.0
804,162.0
805,137.0
806,119.0
807,595.0
808,538.0
809,448.0
810,403.0
811,313.0
812,30.0
813,36.0
814,302.0
815,286.0
816,237.0
817,205.0
818,147.0
819,96.0
820,110.0
821,167.0
822,158.0
823,162.0
824,162.0
825,153.0
826,130.0
827,100.0
828,106.0
829,80.0
830,66.0
831,63.0
832,41.0
833,294.0
834,393.0
835,510.0
836,544.0
837,578.0
838,631.0
839,634.0
840,663.0
841,640.0
842,559.0
843,465.0
844,414.0
845,418.0
846,400.0
847,384.0
848,392.0
849,454.0
850,529.0
851,625.0
852,124.0
853,690.0
854,144.0
855,132.0
856,116.0
857,597.0
858,517.0
859,454.0
860,457.0
861,33.0
862,366.0
863,390.0
864,341.0
865,260.0
866,31.0
867,188.0
868,146.0
869,192.0
870,197.0
871,195.0
872,201.0
873,202.0
874,201.0
875,173.0
876,127.0
877,110.0
878,89.0
879,65.0
880,58.0
881,41.0
882,318.0
883,461.0
884,563.0
885,640.0
886,704.0
887,701.0
888,724.0
889,729.0
890,700.0
891,608.0
892,545.0
893,491.0
894,457.0
895,442.0
896,460.0
897,469.0
898,502.0
899,596.0
900,665.0
901,740.0
902,792.0
903,157.0
904,167.0
905,144.0
906,625.0
907,576.0
908,64.0
909,565.0
910,50.0
911,487.0
912,440.0
913,417.0
914,373.0
915,314.0
916,274.0
917,235.0
918,233.0
919,232.0
920,210.0
921,228.0
922,209.0
923,195.0
924,201.0
925,181.0
926,106.0
927,82.0
928,62.0
929,57.0
930,47.0
931,361.0
932,505.0
933,590.0
934,694.0
935,767.0
936,767.0
937,768.0
938,789.0
939,752.0
940,670.0
941,655.0
942,535.0
943,508.0
944,506.0
945,489.0
946,510.0
947,561.0
948,105.0
949,702.0
950,788.0
951,130.0
952,132.0
953,156.0
954,178.0
955,161.0
956,629.0
957,624.0
958,78.0
959,74.0
960,92.0
961,88.0
962,478.0
963,423.0
964,54.0
965,318.0
966,301.0
967,255.0
968,263.0
969,212.0
970,232.0
971,231.0
972,203.0
973,210.0
974,200.0
975,134.0
976,87.0
977,69.0
978,55.0
979,48.0
980,377.0
981,518.0
982,634.0
983,729.0
984,835.0
985,852.0
986,861.0
987,848.0
988,792.0
989,724.0
990,697.0
991,612.0
992,562.0
993,593.0
994,559.0
995,551.0
996,594.0
997,681.0
998,755.0
999,120.0
1000,161.0
1001,125.0
1002,137.0
1003,166.0
1004,154.0
1005,149.0
1006,689.0
1007,100.0
1008,109.0
1009,151.0
1010,136.0
1011,125.0
1012,506.0
1013,71.0
1014,377.0
1015,360.0
1016,341.0
1017,273.0
1018,232.0
1019,91.0
1020,106.0
1021,216.0
1022,237.0
1023,237.0
1024,186.0
1025,124.0
1026,92.0
1027,69.0
1028,54.0
1029,400.0
1030,523.0
1031,633.0
1032,776.0
1033,867.0
1034,891.0
1035,881.0
1036,895.0
1037,830.0
1038,801.0
1039,715.0
1040,655.0
1041,584.0
1042,587.0
1043,96.0
1044,104.0
1045,113.0
1046,714.0
1047,775.0
1048,132.0
1049,134.0
1050,133.0
1051,115.0
1052,133.0
1053,146.0
1054,139.0
1055,123.0
1056,138.0
1057,139.0
1058,168.0
1059,182.0
1060,621.0
1061,136.0
1062,536.0
1063,454.0
1064,394.0
1065,39.0
1066,46.0
1067,87.0
1068,117.0
1069,109.0
1070,277.0
1071,292.0
1072,293.0
1073,232.0
1074,176.0
1075,150.0
1076,110.0
1077,69.0
1078,419.0
1079,538.0
1080,648.0
1081,803.0
1082,877.0
1083,863.0
1084,872.0
1085,890.0
1086,876.0
1087,809.0
1088,750.0
1089,673.0
1090,568.0
1091,72.0
1092,103.0
1093,112.0
1094,128.0
1095,691.0
1096,131.0
1097,822.0
1098,124.0
1099,123.0
1100,116.0
1101,134.0
1102,140.0
1103,161.0
1104,125.0
1105,143.0
1106,162.0
1107,164.0
1108,157.0
1109,142.0
1110,136.0
1111,111.0
1112,500.0
1113,413.0
1114,54.0
1115,53.0
1116,44.0
1117,90.0
1118,79.0
1119,318.0
1120,343.0
1121,326.0
1122,265.0
1123,227.0
1124,202.0
1125,164.0
1126,91.0
1127,435.0
1128,568.0
1129,655.0
1130,809.0
1131,892.0
1132,870.0
1133,854.0
1134,862.0
1135,862.0
1136,817.0
1137,757.0
1138,677.0
1139,592.0
1140,570.0
1141,95.0
1142,82.0
1143,141.0
1144,179.0
1145,154.0
1146,136.0
1147,127.0
1148,123.0
1149,129.0
1150,149.0
1151,127.0
1152,154.0
1153,142.0
1154,143.0
1155,158.0
1156,175.0
1157,144.0
1158,145.0
1159,125.0
1160,92.0
1161,515.0
1162,420.0
1163,433.0
1164,359.0
1165,27.0
1166,55.0
1167,66.0
1168,348.0
1169,381.0
1170,330.0
1171,296.0
1172,227.0
1173,212.0
1174,185.0
1175,150.0
1176,442.0
1177,567.0
1178,654.0
1179,752.0
1180,830.0
1181,838.0
1182,795.0
1183,776.0
1184,776.0
1185,757.0
1186,688.0
1187,608.0
1188,125.0
1189,563.0
1190,56.0
1191,74.0
1192,118.0
1193,125.0
1194,174.0
1195,147.0
1196,134.0
1197,151.0
1198,144.0
1199,155.0
1200,136.0
1201,825.0
1202,127.0
1203,143.0
1204,147.0
1205,147.0
1206,161.0
1207,135.0
1208,145.0
1209,136.0
1210,558.0
1211,63.0
1212,423.0
1213,14.0
1214,333.0
1215,25.0
1216,44.0
1217,364.0
1218,360.0
1219,333.0
1220,94.0
1221,264.0
1222,240.0
1223,206.0
1224,180.0
1225,420.0
1226,520.0
1227,607.0
1228,669.0
1229,786.0
1230,817.0
1231,778.0
1232,739.0
1233,752.0
1234,698.0
1235,634.0
1236,124.0
1237,116.0
1238,83.0
1239,47.0
1240,32.0
1241,82.0
1242,123.0
1243,173.0
1244,146.0
1245,176.0
1246,146.0
1247,142.0
1248,159.0
1249,154.0
1250,143.0
1251,96.0
1252,127.0
1253,135.0
1254,141.0
1255,148.0
1256,130.0
1257,128.0
1258,144.0
1259,120.0
1260,462.0
1261,427.0
1262,377.0
1263,366.0
1264,318.0
1265,328.0
1266,359.0
1267,72.0
1268,90.0
1269,137.0
1270,123.0
1271,258.0
1272,222.0
1273,190.0
1274,359.0
1275,447.0
1276,530.0
1277,608.0
1278,725.0
1279,754.0
1280,698.0
1281,698.0
1282,700.0
1283,680.0
1284,633.0
1285,575.0
1286,551.0
1287,73.0
1288,38.0
1289,9.0
1290,40.0
1291,640.0
1292,109.0
1293,159.0
1294,181.0
1295,154.0
1296,143.0
1297,165.0
1298,151.0
1299,131.0
1300,126.0
1301,111.0
1302,135.0
1303,136.0
1304,148.0
1305,140.0
1306,122.0
1307,136.0
1308,130.0
1309,78.0
1310,468.0
1311,413.0
1312,359.0
1313,290.0
1314,321.0
1315,63.0
1316,74.0
1317,103.0
1318,149.0
1319,126.0
1320,267.0
1321,245.0
1322,196.0
1323,324.0
1324,424.0
1325,483.0
1326,587.0
1327,669.0
1328,692.0
1329,685.0
1330,623.0
1331,642.0
1332,640.0
1333,660.0
1334,602.0
1335,520.0
1336,482.0
1337,63.0
1338,15.0
1339,19.0
1340,43.0
1341,605.0
1342,162.0
1343,144.0
1344,140.0
1345,160.0
1346,154.0
1347,134.0
1348,117.0
1349,130.0
1350,106.0
1351,116.0
1352,124.0
1353,116.0
1354,95.0
1355,122.0
1356,163.0
1357,145.0
1358,88.0
1359,503.0
1360,432.0
1361,341.0
1362,258.0
1363,294.0
1364,62.0
1365,65.0
1366,78.0
1367,107.0
1368,109.0
1369,265.0
1370,246.0
1371,183.0
1372,276.0
1373,341.0
1374,423.0
1375,524.0
1376,565.0
1377,605.0
1378,609.0
1379,567.0
1380,556.0
1381,610.0
1382,732.0
1383,640.0
1384,541.0
1385,97.0
1386,98.0
1387,83.0
1388,23.0
1389,34.0
1390,637.0
1391,643.0
1392,679.0
1393,124.0
1394,125.0
1395,128.0
1396,143.0
1397,145.0
1398,104.0
1399,109.0
1400,773.0
1401,140.0
1402,129.0
1403,106.0
1404,773.0
1405,141.0
1406,135.0
1407,548.0
1408,520.0
1409,23.0
1410,368.0
1411,286.0
1412,258.0
1413,25.0
1414,362.0
1415,52.0
1416,73.0
1417,67.0
1418,266.0
1419,233.0
1420,171.0
1421,214.0
1422,278.0
1423,328.0
1424,456.0
1425,488.0
1426,558.0
1427,541.0
1428,95.0
1429,506.0
1430,567.0
1431,688.0
1432,667.0
1433,578.0
1434,499.0
1435,112.0
1436,91.0
1437,35.0
1438,631.0
1439,655.0
1440,640.0
1441,678.0
1442,715.0
1443,145.0
1444,160.0
1445,143.0
1446,155.0
1447,126.0
1448,113.0
1449,111.0
1450,127.0
1451,128.0
1452,104.0
1453,126.0
1454,147.0
1455,174.0
1456,613.0
1457,537.0
1458,35.0
1459,377.0
1460,300.0
1461,49.0
1462,31.0
1463,352.0
1464,34.0
1465,36.0
1466,36.0
1467,43.0
1468,209.0
1469,141.0
1470,183.0
1471,213.0
1472,258.0
1473,349.0
1474,415.0
1475,467.0
1476,465.0
1477,106.0
1478,507.0
1479,612.0
1480,695.0
1481,633.0
1482,594.0
1483,595.0
1484,126.0
1485,599.0
1486,613.0
1487,628.0
1488,649.0
1489,632.0
1490,664.0
1491,718.0
1492,128.0
1493,181.0
1494,135.0
1495,141.0
1496,148.0
1497,134.0
1498,116.0
1499,134.0
1500,123.0
1501,114.0
1502,107.0
1503,146.0
1504,169.0
1505,120.0
1506,88.0
1507,46.0
1508,62.0
1509,57.0
1510,55.0
1511,37.0
1512,297.0
1513,330.0
1514,294.0
1515,262.0
1516,205.0
1517,159.0
1518,110.0
1519,139.0
1520,173.0
1521,206.0
1522,305.0
1523,352.0
1524,381.0
1525,417.0
1526,482.0
1527,587.0
1528,76.0
1529,689.0
1530,657.0
1531,612.0
1532,636.0
1533,652.0
1534,657.0
1535,632.0
1536,590.0
1537,632.0
1538,638.0
1539,677.0
1540,724.0
1541,111.0
1542,146.0
1543,158.0
1544,147.0
1545,134.0
1546,140.0
1547,141.0
1548,127.0
1549,136.0
1550,113.0
1551,113.0
1552,144.0
1553,149.0
1554,132.0
1555,108.0
1556,62.0
1557,63.0
1558,65.0
1559,61.0
1560,32.0
1561,239.0
1562,250.0
1563,231.0
1564,219.0
1565,158.0
1566,120.0
1567,81.0
1568,92.0
1569,137.0
1570,182.0
1571,249.0
1572,279.0
1573,334.0
1574,394.0
1575,468.0
1576,570.0
1577,630.0
1578,660.0
1579,732.0
1580,728.0
1581,715.0
1582,729.0
1583,745.0
1584,701.0
1585,617.0
1586,583.0
1587,628.0
1588,688.0
1589,720.0
1590,721.0
1591,734.0
1592,757.0
1593,145.0
1594,151.0
1595,144.0
1596,134.0
1597,128.0
1598,117.0
1599,129.0
1600,145.0
1601,151.0
1602,165.0
1603,143.0
1604,102.0
1605,521.0
1606,431.0
1607,323.0
1608,258.0
1609,237.0
1610,219.0
1611,203.0
1612,166.0
1613,158.0
1614,134.0
1615,92.0
1616,67.0
1617,77.0
1618,107.0
1619,139.0
1620,163.0
1621,238.0
1622,366.0
1623,414.0
1624,497.0
1625,589.0
1626,644.0
1627,649.0
1628,695.0
1629,814.0
1630,843.0
1631,833.0
1632,824.0
1633,732.0
1634,632.0
1635,589.0
1636,667.0
1637,686.0
1638,737.0
1639,700.0
1640,760.0
1641,143.0
1642,102.0
1643,160.0
1644,158.0
1645,155.0
1646,142.0
1647,151.0
1648,158.0
1649,152.0
1650,167.0
1651,183.0
1652,141.0
1653,138.0
1654,532.0
1655,458.0
1656,336.0
1657,263.0
1658,215.0
1659,196.0
1660,159.0
1661,140.0
1662,140.0
1663,115.0
1664,79.0
1665,59.0
1666,67.0
1667,116.0
1668,145.0
1669,165.0
1670,194.0
1671,311.0
1672,418.0
1673,498.0
1674,574.0
1675,650.0
1676,646.0
1677,172.0
1678,149.0
1679,864.0
1680,883.0
1681,150.0
1682,778.0
1683,631.0
1684,625.0
1685,695.0
1686,715.0
1687,709.0
1688,698.0
1689,771.0
1690,173.0
1691,146.0
1692,124.0
1693,131.0
1694,160.0
1695,135.0
1696,133.0
1697,158.0
1698,154.0
1699,175.0
1700,170.0
1701,165.0
1702,145.0
1703,117.0
1704,447.0
1705,338.0
1706,270.0
1707,191.0
1708,142.0
1709,129.0
1710,119.0
1711,104.0
1712,92.0
1713,52.0
1714,39.0
1715,62.0
1716,109.0
1717,153.0
1718,175.0
1719,194.0
1720,51.0
1721,56.0
1722,466.0
1723,578.0
1724,147.0
1725,191.0
1726,772.0
1727,828.0
1728,862.0
1729,852.0
1730,837.0
1731,143.0
1732,702.0
1733,684.0
1734,733.0
1735,737.0
1736,739.0
1737,719.0
1738,770.0
1739,153.0
1740,154.0
1741,108.0
1742,120.0
1743,139.0
1744,125.0
1745,136.0
1746,103.0
1747,139.0
1748,148.0
1749,185.0
1750,183.0
1751,144.0
1752,441.0
1753,390.0
1754,305.0
1755,225.0
1756,147.0
1757,120.0
1758,100.0
1759,95.0
1760,87.0
1761,75.0
1762,41.0
1763,29.0
1764,59.0
1765,91.0
1766,124.0
1767,136.0
1768,167.0
1769,235.0
1770,375.0
1771,451.0
1772,593.0
1773,162.0
1774,163.0
1775,816.0
1776,877.0
1777,913.0
1778,893.0
1779,839.0
1780,138.0
1781,768.0
1782,750.0
1783,749.0
1784,740.0
1785,729.0
1786,731.0
1787,791.0
1788,179.0
1789,112.0
1790,134.0
1791,129.0
1792,134.0
1793,126.0
1794,134.0
1795,774.0
1796,104.0
1797,150.0
1798,152.0
1799,163.0
1800,122.0
1801,385.0
1802,319.0
1803,246.0
1804,199.0
1805,128.0
1806,104.0
1807,97.0
1808,92.0
1809,77.0
1810,57.0
1811,44.0
1812,30.0
1813,49.0
1814,67.0
1815,100.0
1816,119.0
1817,136.0
1818,218.0
1819,368.0
1820,466.0
1821,596.0
1822,722.0
1823,790.0
1824,117.0
1825,902.0
1826,137.0
1827,854.0
1828,132.0
1829,148.0
1830,829.0
1831,790.0
1832,765.0
1833,761.0
1834,737.0
1835,741.0
1836,793.0
1837,165.0
1838,161.0
1839,127.0
1840,126.0
1841,111.0
1842,123.0
1843,139.0
1844,157.0
1845,155.0
1846,143.0
1847,130.0
1848,101.0
1849,474.0
1850,362.0
1851,267.0
1852,226.0
1853,172.0
1854,112.0
1855,93.0
1856,92.0
1857,86.0
1858,80.0
1859,51.0
1860,39.0
1861,29.0
1862,44.0
1863,53.0
1864,89.0
1865,115.0
1866,127.0
1867,220.0
1868,371.0
1869,475.0
1870,547.0
1871,650.0
1872,736.0
1873,848.0
1874,127.0
1875,130.0
1876,860.0
1877,820.0
1878,140.0
1879,142.0
1880,750.0
1881,766.0
1882,744.0
1883,740.0
1884,722.0
1885,172.0
1886,183.0
1887,156.0
1888,160.0
1889,778.0
1890,787.0
1891,758.0
1892,133.0
1893,159.0
1894,161.0
1895,123.0
1896,656.0
1897,569.0
1898,447.0
1899,342.0
1900,251.0
1901,168.0
1902,114.0
1903,96.0
1904,95.0
1905,93.0
1906,95.0
1907,67.0
1908,47.0
1909,40.0
1910,22.0
1911,48.0
1912,53.0
1913,56.0
1914,103.0
1915,128.0
1916,241.0
1917,338.0
1918,24.0
1919,529.0
1920,141.0
1921,172.0
1922,833.0
1923,875.0
1924,122.0
1925,833.0
1926,845.0
1927,136.0
1928,146.0
1929,709.0
1930,700.0
1931,691.0
1932,710.0
1933,723.0
1934,187.0
1935,192.0
1936,171.0
1937,139.0
1938,792.0
1939,830.0
1940,90.0
1941,93.0
1942,116.0
1943,157.0
1944,677.0
1945,634.0
1946,572.0
1947,482.0
1948,327.0
1949,228.0
1950,137.0
1951,73.0
1952,73.0
1953,82.0
1954,68.0
1955,63.0
1956,64.0
1957,51.0
1958,33.0
1959,24.0
1960,67.0
1961,68.0
1962,63.0
1963,76.0
1964,20.0
1965,202.0
1966,284.0
1967,384.0
1968,483.0
1969,186.0
1970,222.0
1971,146.0
1972,132.0
1973,895.0
1974,109.0
1975,130.0
1976,134.0
1977,174.0
1978,169.0
1979,662.0
1980,716.0
1981,728.0
1982,771.0
1983,172.0
1984,171.0
1985,138.0
1986,131.0
1987,812.0
1988,820.0
1989,785.0
1990,768.0
1991,715.0
1992,701.0
1993,678.0
1994,663.0
1995,567.0
1996,497.0
1997,313.0
1998,220.0
1999,146.0
2000,93.0
2001,74.0
2002,66.0
2003,69.0
2004,66.0
2005,65.0
2006,63.0
2007,44.0
2008,34.0
2009,99.0
2010,110.0
2011,132.0
2012,122.0
2013,114.0
2014,202.0
2015,292.0
2016,407.0
2017,472.0
2018,176.0
2019,201.0
2020,781.0
2021,845.0
2022,153.0
2023,137.0
2024,129.0
2025,124.0
2026,177.0
2027,160.0
2028,696.0
2029,724.0
2030,70.0
2031,91.0
2032,791.0
2033,118.0
2034,819.0
2035,810.0
2036,814.0
2037,825.0
2038,797.0
2039,791.0
2040,127.0
2041,131.0
2042,690.0
2043,691.0
2044,591.0
2045,455.0
2046,309.0
2047,234.0
2048,176.0
2049,143.0
2050,78.0
2051,77.0
2052,72.0
2053,96.0
2054,89.0
2055,87.0
2056,75.0
2057,63.0
2058,143.0
2059,174.0
2060,188.0
2061,195.0
2062,186.0
2063,260.0
2064,373.0
2065,462.0
2066,531.0
2067,603.0
2068,145.0
2069,784.0
2070,141.0
2071,140.0
2072,150.0
2073,128.0
2074,133.0
2075,164.0
2076,126.0
2077,104.0
2078,732.0
2079,721.0
2080,784.0
2081,754.0
2082,788.0
2083,801.0
2084,112.0
2085,115.0
2086,114.0
2087,127.0
2088,148.0
2089,169.0
2090,177.0
2091,147.0
2092,658.0
2093,567.0
2094,450.0
2095,332.0
2096,271.0
2097,197.0
2098,168.0
2099,91.0
2100,91.0
2101,102.0
2102,108.0
2103,101.0
2104,92.0
2105,79.0
2106,72.0
2107,169.0
2108,211.0
2109,244.0
2110,274.0
2111,267.0
2112,302.0
2113,427.0
2114,509.0
2115,591.0
2116,663.0
2117,744.0
2118,120.0
2119,133.0
2120,155.0
2121,821.0
2122,147.0
2123,127.0
2124,135.0
2125,105.0
2126,744.0
2127,736.0
2128,748.0
2129,717.0
2130,754.0
2131,778.0
2132,131.0
2133,142.0
2134,148.0
2135,164.0
2136,160.0
2137,166.0
2138,164.0
2139,192.0
