Grid_Number,Gur_popu_Education
341,330.0
342,207.0
343,1155.0
344,1155.0
345,1455.0
346,1455.0
347,716.0
348,1181.0
349,-1.0
350,-1.0
351,587.0
352,1635.0
353,1022.0
354,633.0
355,1065.0
356,1065.0
357,625.0
358,892.0
359,1025.0
360,1326.0
361,1160.0
362,1271.0
363,1271.0
364,2680.0
365,2680.0
366,1362.0
367,1362.0
368,1938.0
369,1146.0
370,822.0
371,822.0
372,498.0
373,836.0
374,30.0
375,44.0
376,187.0
377,69.0
378,277.0
379,1155.0
380,662.0
381,2554.0
382,2554.0
383,1181.0
384,397.0
385,-1.0
386,-1.0
387,1635.0
388,1022.0
389,812.0
390,1423.0
391,972.0
392,940.0
393,1278.0
394,1110.0
395,1324.0
396,993.0
397,1271.0
398,497.0
399,1186.0
400,2680.0
401,733.0
402,1362.0
403,1938.0
404,1146.0
405,294.0
406,91.0
407,9.0
408,836.0
409,30.0
410,160.0
411,160.0
412,782.0
413,782.0
414,202.0
415,497.0
416,1065.0
417,2554.0
418,-1.0
419,-1.0
420,-1.0
421,4268.0
422,526.0
423,718.0
424,812.0
425,1423.0
426,972.0
427,940.0
428,1278.0
429,1380.0
430,1992.0
431,763.0
432,1279.0
433,1410.0
434,137.0
435,882.0
436,699.0
437,696.0
438,134.0
439,294.0
440,294.0
441,75.0
442,117.0
443,682.0
444,633.0
445,633.0
446,1603.0
447,782.0
448,782.0
449,1120.0
450,600.0
451,964.0
452,790.0
453,205.0
454,-1.0
455,-1.0
456,4268.0
457,849.0
458,849.0
459,1470.0
460,1309.0
461,1756.0
462,1756.0
463,1756.0
464,1992.0
465,1992.0
466,807.0
467,517.0
468,508.0
469,460.0
470,538.0
471,886.0
472,873.0
473,75.0
474,0.0
475,278.0
476,278.0
477,682.0
478,350.0
479,14.0
480,97.0
481,1603.0
482,2530.0
483,2530.0
484,1120.0
485,2892.0
486,2892.0
487,790.0
488,1871.0
489,-1.0
490,-1.0
491,4268.0
492,1747.0
493,1747.0
494,1899.0
495,2442.0
496,1638.0
497,1638.0
498,1310.0
499,1236.0
500,1236.0
501,807.0
502,517.0
503,317.0
504,642.0
505,1410.0
506,873.0
507,465.0
508,465.0
509,500.0
510,278.0
511,278.0
512,321.0
513,61.0
514,186.0
515,22.0
516,971.0
517,2530.0
518,2389.0
519,2389.0
520,2892.0
521,2892.0
522,2547.0
523,1871.0
524,-1.0
525,-1.0
526,1744.0
527,1143.0
528,1544.0
529,1602.0
530,2442.0
531,2172.0
532,2172.0
533,1310.0
534,630.0
535,1236.0
536,1093.0
537,1253.0
538,2088.0
539,1252.0
540,1028.0
541,1770.0
542,412.0
543,465.0
544,500.0
545,278.0
546,321.0
547,321.0
548,875.0
549,280.0
550,196.0
551,2530.0
552,2967.0
553,2967.0
554,2389.0
555,1263.0
556,2547.0
557,2547.0
558,1280.0
559,-1.0
560,268.0
561,1866.0
562,940.0
563,1520.0
564,1602.0
565,2134.0
566,2134.0
567,2172.0
568,243.0
569,872.0
570,608.0
571,2731.0
572,2731.0
573,2088.0
574,444.0
575,917.0
576,1770.0
577,412.0
578,269.0
579,162.0
580,162.0
581,321.0
582,82.0
583,875.0
584,875.0
585,27.0
586,5152.0
587,2967.0
588,2967.0
589,2967.0
590,1711.0
591,512.0
592,2547.0
593,-1.0
594,-1.0
595,-1.0
596,277.0
597,1994.0
598,1393.0
599,189.0
600,717.0
601,739.0
602,644.0
603,339.0
604,671.0
605,1055.0
606,1554.0
607,2753.0
608,2753.0
609,359.0
610,634.0
611,653.0
612,331.0
613,331.0
614,544.0
615,162.0
616,82.0
617,82.0
618,314.0
619,314.0
620,5152.0
621,5152.0
622,5152.0
623,4261.0
624,4261.0
625,4261.0
626,1711.0
627,1280.0
628,-1.0
629,-1.0
630,167.0
631,1181.0
632,1994.0
633,2127.0
634,961.0
635,1440.0
636,78.0
637,406.0
638,583.0
639,1335.0
640,1652.0
641,794.0
642,975.0
643,2753.0
644,359.0
645,634.0
646,1160.0
647,1160.0
648,117.0
649,208.0
650,414.0
651,252.0
652,82.0
653,584.0
654,584.0
655,630.0
656,5152.0
657,3508.0
658,3508.0
659,4261.0
660,4261.0
661,900.0
662,1280.0
663,-1.0
664,-1.0
665,258.0
666,881.0
667,2127.0
668,1483.0
669,1440.0
670,1440.0
671,684.0
672,205.0
673,205.0
674,1335.0
675,806.0
676,1781.0
677,1781.0
678,2201.0
679,1542.0
680,1120.0
681,1120.0
682,1261.0
683,117.0
684,177.0
685,414.0
686,252.0
687,350.0
688,710.0
689,248.0
690,1034.0
691,1034.0
692,3508.0
693,3508.0
694,1497.0
695,1551.0
696,1551.0
697,2067.0
698,2067.0
699,-1.0
700,125.0
701,111.0
702,1174.0
703,1644.0
704,1644.0
705,1015.0
706,729.0
707,918.0
708,918.0
709,481.0
710,88.0
711,1694.0
712,1694.0
713,2201.0
714,1542.0
715,81.0
716,116.0
717,572.0
718,1485.0
719,455.0
720,508.0
721,31.0
722,350.0
723,2871.0
724,2871.0
725,2194.0
726,1034.0
727,726.0
728,2650.0
729,2650.0
730,1551.0
731,1010.0
732,2067.0
733,2067.0
734,276.0
735,186.0
736,1016.0
737,717.0
738,1003.0
739,1003.0
740,380.0
741,479.0
742,479.0
743,600.0
744,725.0
745,143.0
746,188.0
747,96.0
748,96.0
749,1542.0
750,86.0
751,296.0
752,819.0
753,1128.0
754,684.0
755,761.0
756,49.0
757,309.0
758,43.0
759,639.0
760,639.0
761,571.0
762,726.0
763,2650.0
764,1393.0
765,1469.0
766,1718.0
767,1010.0
768,798.0
769,-1.0
770,1148.0
771,3079.0
772,1793.0
773,1003.0
774,1003.0
775,181.0
776,510.0
777,404.0
778,108.0
779,1322.0
780,169.0
781,188.0
782,163.0
783,21.0
784,120.0
785,2.0
786,2.0
787,0.0
788,1542.0
789,1348.0
790,0.0
791,717.0
792,24.0
793,24.0
794,639.0
795,639.0
796,571.0
797,1172.0
798,1393.0
799,1393.0
800,1469.0
801,1469.0
802,1111.0
803,798.0
804,-1.0
805,-1.0
806,32.0
807,3079.0
808,522.0
809,724.0
810,181.0
811,510.0
812,436.0
813,35.0
814,2009.0
815,169.0
816,2127.0
817,163.0
818,233.0
819,120.0
820,930.0
821,470.0
822,0.0
823,1542.0
824,1482.0
825,117.0
826,193.0
827,398.0
828,260.0
829,450.0
830,373.0
831,462.0
832,1172.0
833,1172.0
834,1393.0
835,1927.0
836,214.0
837,1049.0
838,-1.0
839,-1.0
840,-1.0
841,2087.0
842,1026.0
843,2245.0
844,1706.0
845,650.0
846,650.0
847,436.0
848,209.0
849,122.0
850,3226.0
851,2127.0
852,229.0
853,197.0
854,541.0
855,930.0
856,1197.0
857,978.0
858,848.0
859,1448.0
860,89.0
861,193.0
862,398.0
863,126.0
864,397.0
865,473.0
866,1579.0
867,97.0
868,2052.0
869,2052.0
870,6318.0
871,660.0
872,1528.0
873,944.0
874,-1.0
875,707.0
876,891.0
877,3407.0
878,3407.0
879,1706.0
880,2944.0
881,887.0
882,889.0
883,1416.0
884,3226.0
885,3226.0
886,502.0
887,277.0
888,201.0
889,21.0
890,1924.0
891,6215.0
892,7664.0
893,375.0
894,52.0
895,89.0
896,0.0
897,1204.0
898,298.0
899,496.0
900,473.0
901,97.0
902,97.0
903,655.0
904,1081.0
905,285.0
906,1098.0
907,1528.0
908,-1.0
909,-1.0
910,1981.0
911,1446.0
912,3407.0
913,3407.0
914,2944.0
915,2944.0
916,887.0
917,832.0
918,24.0
919,200.0
920,583.0
921,391.0
922,438.0
923,21.0
924,76.0
925,502.0
926,1924.0
927,3282.0
928,375.0
929,375.0
930,224.0
931,1758.0
932,1758.0
933,1758.0
934,32.0
935,32.0
936,400.0
937,400.0
938,655.0
939,285.0
940,285.0
941,8.0
942,140.0
943,1321.0
944,-1.0
945,-1.0
946,-1.0
947,1302.0
948,4729.0
949,4729.0
950,3002.0
951,302.0
952,124.0
953,27.0
954,508.0
955,508.0
956,492.0
957,132.0
958,7.0
959,7.0
960,978.0
961,3104.0
962,791.0
963,1413.0
964,315.0
965,636.0
966,736.0
967,12.0
968,1110.0
969,260.0
970,260.0
971,413.0
972,207.0
973,128.0
974,114.0
975,450.0
976,2361.0
977,1667.0
978,1321.0
979,-1.0
980,-1.0
981,-1.0
982,1338.0
983,1981.0
984,1981.0
985,3002.0
986,1637.0
987,34.0
988,1.0
989,508.0
990,508.0
991,95.0
992,734.0
993,803.0
994,803.0
995,225.0
996,7072.0
997,7072.0
998,1129.0
999,164.0
1000,883.0
1001,906.0
1002,167.0
1003,1110.0
1004,114.0
1005,260.0
1006,368.0
1007,213.0
1008,339.0
1009,0.0
1010,114.0
1011,1667.0
1012,120.0
1013,0.0
1014,-1.0
1015,-1.0
1016,2007.0
1017,1879.0
1018,2765.0
1019,2765.0
1020,2718.0
1021,2557.0
1022,79.0
1023,1.0
1024,1154.0
1025,1385.0
1026,151.0
1027,1046.0
1028,177.0
1029,697.0
1030,316.0
1031,7506.0
1032,4876.0
1033,179.0
1034,102.0
1035,87.0
1036,353.0
1037,897.0
1038,1609.0
1039,315.0
1040,114.0
1041,531.0
1042,1063.0
1043,173.0
1044,173.0
1045,-1.0
1046,537.0
1047,537.0
1048,-1.0
1049,-1.0
1050,-1.0
1051,939.0
1052,1413.0
1053,2765.0
1054,1643.0
1055,2718.0
1056,2557.0
1057,409.0
1058,1320.0
1059,1385.0
1060,732.0
1061,1140.0
1062,1149.0
1063,581.0
1064,1914.0
1065,714.0
1066,2659.0
1067,844.0
1068,848.0
1069,298.0
1070,568.0
1071,226.0
1072,904.0
1073,196.0
1074,341.0
1075,0.0
1076,0.0
1077,1063.0
1078,173.0
1079,173.0
1080,173.0
1081,537.0
1082,-1.0
1083,-1.0
1084,-1.0
1085,1181.0
1086,614.0
1087,748.0
1088,2563.0
1089,2241.0
1090,2241.0
1091,2557.0
1092,1639.0
1093,2197.0
1094,6677.0
1095,6677.0
1096,1140.0
1097,309.0
1098,309.0
1099,1543.0
1100,905.0
1101,398.0
1102,973.0
1103,859.0
1104,465.0
1105,359.0
1106,0.0
1107,1337.0
1108,467.0
1109,105.0
1110,183.0
1111,183.0
1112,1015.0
1113,173.0
1114,173.0
1115,-1.0
1116,1038.0
1117,1038.0
1118,1801.0
1119,400.0
1120,255.0
1121,1392.0
1122,2186.0
1123,2210.0
1124,1919.0
1125,1932.0
1126,1620.0
1127,3152.0
1128,1304.0
1129,6677.0
1130,6504.0
1131,6504.0
1132,2425.0
1133,1670.0
1134,1746.0
1135,2069.0
1136,409.0
1137,3586.0
1138,506.0
1139,161.0
1140,455.0
1141,664.0
1142,165.0
1143,1077.0
1144,285.0
1145,787.0
1146,0.0
1147,499.0
1148,278.0
1149,1048.0
1150,57.0
1151,627.0
1152,1038.0
1153,1801.0
1154,400.0
1155,1359.0
1156,3092.0
1157,3092.0
1158,2210.0
1159,1932.0
1160,4045.0
1161,4045.0
1162,1620.0
1163,105.0
1164,2238.0
1165,6504.0
1166,4887.0
1167,2425.0
1168,5973.0
1169,5973.0
1170,1297.0
1171,1910.0
1172,772.0
1173,65.0
1174,14.0
1175,190.0
1176,269.0
1177,163.0
1178,168.0
1179,285.0
1180,1471.0
1181,676.0
1182,118.0
1183,278.0
1184,1048.0
1185,444.0
1186,57.0
1187,295.0
1188,56.0
1189,-1.0
1190,1402.0
1191,1402.0
1192,1874.0
1193,3060.0
1194,3060.0
1195,4045.0
1196,4045.0
1197,1313.0
1198,2211.0
1199,6328.0
1200,6328.0
1201,4887.0
1202,4887.0
1203,5973.0
1204,5973.0
1205,1416.0
1206,1910.0
1207,0.0
1208,1170.0
1209,275.0
1210,0.0
1211,391.0
1212,163.0
1213,168.0
1214,160.0
1215,159.0
1216,524.0
1217,244.0
1218,305.0
1219,444.0
1220,164.0
1221,623.0
1222,56.0
1223,56.0
1224,-1.0
1225,96.0
1226,1446.0
1227,1874.0
1228,322.0
1229,523.0
1230,1988.0
1231,302.0
1232,7679.0
1233,1435.0
1234,6328.0
1235,6328.0
1236,8769.0
1237,8769.0
1238,1637.0
1239,1676.0
1240,151.0
1241,172.0
1242,48.0
1243,2056.0
1244,2631.0
1245,878.0
1246,839.0
1247,1687.0
1248,62.0
1249,779.0
1250,464.0
1251,430.0
1252,2087.0
1253,226.0
1254,200.0
1255,149.0
1256,828.0
1257,133.0
1258,72.0
1259,835.0
1260,-1.0
1261,4759.0
1262,4759.0
1263,2164.0
1264,3178.0
1265,3535.0
1266,2199.0
1267,7679.0
1268,7679.0
1269,7679.0
1270,8769.0
1271,8769.0
1272,3457.0
1273,1637.0
1274,1676.0
1275,188.0
1276,824.0
1277,208.0
1278,678.0
1279,678.0
1280,475.0
1281,1006.0
1282,3106.0
1283,2582.0
1284,1026.0
1285,1181.0
1286,1606.0
1287,1354.0
1288,208.0
1289,564.0
1290,206.0
1291,233.0
1292,294.0
1293,150.0
1294,-1.0
1295,-1.0
1296,3562.0
1297,4759.0
1298,2164.0
1299,3178.0
1300,3535.0
1301,17179.0
1302,17179.0
1303,7679.0
1304,11093.0
1305,11093.0
1306,4606.0
1307,3299.0
1308,49.0
1309,0.0
1310,188.0
1311,824.0
1312,15.0
1313,514.0
1314,70.0
1315,719.0
1316,1158.0
1317,2630.0
1318,1494.0
1319,1630.0
1320,637.0
1321,727.0
1322,849.0
1323,612.0
1324,692.0
1325,230.0
1326,451.0
1327,1366.0
1328,150.0
1329,-1.0
1330,-1.0
1331,-1.0
1332,3163.0
1333,3163.0
1334,-1.0
1335,-1.0
1336,17179.0
1337,17179.0
1338,17179.0
1339,11093.0
1340,11093.0
1341,5175.0
1342,1467.0
1343,0.0
1344,0.0
1345,331.0
1346,0.0
1347,1617.0
1348,60.0
1349,1240.0
1350,0.0
1351,166.0
1352,2251.0
1353,2354.0
1354,3376.0
1355,2390.0
1356,1306.0
1357,3281.0
1358,1427.0
1359,1213.0
1360,617.0
1361,636.0
1362,864.0
1363,1366.0
1364,-1.0
1365,-1.0
1366,955.0
1367,3163.0
1368,4111.0
1369,8242.0
1370,8242.0
1371,17179.0
1372,17179.0
1373,5189.0
1374,5189.0
1375,11093.0
1376,5175.0
1377,24.0
1378,0.0
1379,0.0
1380,331.0
1381,0.0
1382,562.0
1383,125.0
1384,641.0
1385,1576.0
1386,129.0
1387,1869.0
1388,1676.0
1389,1875.0
1390,962.0
1391,1597.0
1392,1763.0
1393,1696.0
1394,1397.0
1395,1214.0
1396,2300.0
1397,476.0
1398,44.0
1399,-1.0
1400,-1.0
1401,-1.0
1402,690.0
1403,4111.0
1404,8242.0
1405,8242.0
1406,4106.0
1407,1338.0
1408,3190.0
1409,745.0
1410,745.0
1411,3518.0
1412,24.0
1413,0.0
1414,6.0
1415,1752.0
1416,61.0
1417,115.0
1418,182.0
1419,517.0
1420,413.0
1421,516.0
1422,1486.0
1423,289.0
1424,2499.0
1425,1467.0
1426,2273.0
1427,1407.0
1428,313.0
1429,620.0
1430,1282.0
1431,1136.0
1432,64.0
1433,2000.0
1434,2000.0
1435,-1.0
1436,475.0
1437,3889.0
1438,3212.0
1439,8242.0
1440,4106.0
1441,2590.0
1442,1338.0
1443,3190.0
1444,745.0
1445,3518.0
1446,1146.0
1447,417.0
1448,403.0
1449,6.0
1450,206.0
1451,206.0
1452,115.0
1453,528.0
1454,300.0
1455,1060.0
1456,2185.0
1457,878.0
1458,1185.0
1459,476.0
1460,2685.0
1461,2905.0
1462,1692.0
1463,215.0
1464,183.0
1465,1676.0
1466,1726.0
1467,699.0
1468,1154.0
1469,-1.0
1470,-1.0
1471,5874.0
1472,5874.0
1473,5277.0
1474,4143.0
1475,4143.0
1476,2590.0
1477,501.0
1478,501.0
1479,5389.0
1480,1146.0
1481,3305.0
1482,403.0
1483,1226.0
1484,529.0
1485,134.0
1486,1205.0
1487,982.0
1488,970.0
1489,45.0
1490,485.0
1491,2736.0
1492,2011.0
1493,954.0
1494,1618.0
1495,2159.0
1496,2555.0
1497,977.0
1498,3102.0
1499,2226.0
1500,429.0
1501,838.0
1502,568.0
1503,291.0
1504,-1.0
1505,-1.0
1506,3248.0
1507,3036.0
1508,5277.0
1509,422.0
1510,2905.0
1511,1579.0
1512,1975.0
1513,1415.0
1514,5389.0
1515,3305.0
1516,1915.0
1517,1441.0
1518,1226.0
1519,348.0
1520,997.0
1521,453.0
1522,228.0
1523,982.0
1524,368.0
1525,1513.0
1526,227.0
1527,1058.0
1528,487.0
1529,590.0
1530,2889.0
1531,1724.0
1532,506.0
1533,1670.0
1534,2500.0
1535,721.0
1536,547.0
1537,0.0
1538,365.0
1539,-1.0
1540,916.0
1541,916.0
1542,596.0
1543,1166.0
1544,487.0
1545,1731.0
1546,2497.0
1547,2497.0
1548,3116.0
1549,206.0
1550,627.0
1551,1303.0
1552,1303.0
1553,1226.0
1554,478.0
1555,1336.0
1556,0.0
1557,1220.0
1558,156.0
1559,242.0
1560,0.0
1561,503.0
1562,813.0
1563,1039.0
1564,469.0
1565,6382.0
1566,5554.0
1567,2851.0
1568,2050.0
1569,6124.0
1570,4319.0
1571,302.0
1572,1056.0
1573,5771.0
1574,-1.0
1575,-1.0
1576,1415.0
1577,366.0
1578,544.0
1579,1144.0
1580,1294.0
1581,940.0
1582,940.0
1583,238.0
1584,206.0
1585,627.0
1586,627.0
1587,1303.0
1588,1303.0
1589,2225.0
1590,710.0
1591,153.0
1592,58.0
1593,114.0
1594,0.0
1595,39.0
1596,631.0
1597,319.0
1598,730.0
1599,1117.0
1600,433.0
1601,1530.0
1602,1748.0
1603,495.0
1604,4658.0
1605,2576.0
1606,3919.0
1607,213.0
1608,909.0
1609,-1.0
1610,-1.0
1611,-1.0
1612,814.0
1613,3139.0
1614,938.0
1615,425.0
1616,940.0
1617,940.0
1618,1055.0
1619,2508.0
1620,1213.0
1621,1213.0
1622,796.0
1623,796.0
1624,2389.0
1625,1563.0
1626,3045.0
1627,904.0
1628,31.0
1629,142.0
1630,95.0
1631,2033.0
1632,169.0
1633,889.0
1634,749.0
1635,378.0
1636,1504.0
1637,994.0
1638,2589.0
1639,1562.0
1640,4179.0
1641,4955.0
1642,3706.0
1643,2718.0
1644,-1.0
1645,-1.0
1646,-1.0
1647,366.0
1648,349.0
1649,554.0
1650,492.0
1651,65.0
1652,1063.0
1653,86.0
1654,829.0
1655,829.0
1656,1438.0
1657,756.0
1658,1381.0
1659,2389.0
1660,1167.0
1661,714.0
1662,3840.0
1663,2705.0
1664,1331.0
1665,2210.0
1666,2225.0
1667,1451.0
1668,2900.0
1669,78.0
1670,207.0
1671,112.0
1672,623.0
1673,4107.0
1674,2539.0
1675,115.0
1676,2014.0
1677,3837.0
1678,7431.0
1679,10704.0
1680,-1.0
1681,-1.0
1682,299.0
1683,578.0
1684,89.0
1685,403.0
1686,388.0
1687,400.0
1688,86.0
1689,1026.0
1690,0.0
1691,1496.0
1692,844.0
1693,756.0
1694,2389.0
1695,0.0
1696,714.0
1697,3840.0
1698,2705.0
1699,1331.0
1700,1449.0
1701,1212.0
1702,190.0
1703,481.0
1704,937.0
1705,937.0
1706,639.0
1707,8522.0
1708,1190.0
1709,3.0
1710,582.0
1711,1753.0
1712,15489.0
1713,4520.0
1714,1760.0
1715,-1.0
1716,-1.0
1717,454.0
1718,341.0
1719,829.0
1720,403.0
1721,0.0
1722,736.0
1723,0.0
1724,1168.0
1725,2490.0
1726,844.0
1727,844.0
1728,756.0
1729,0.0
1730,0.0
1731,0.0
1732,957.0
1733,957.0
1734,0.0
1735,386.0
1736,223.0
1737,223.0
1738,278.0
1739,937.0
1740,3231.0
1741,3231.0
1742,2026.0
1743,5529.0
1744,7039.0
1745,120.0
1746,120.0
1747,80.0
1748,729.0
1749,348.0
1750,-1.0
1751,331.0
1752,488.0
1753,1971.0
1754,657.0
1755,1275.0
1756,489.0
1757,489.0
1758,0.0
1759,1513.0
1760,1032.0
1761,2490.0
1762,-1.0
1763,-1.0
1764,0.0
1765,0.0
1766,0.0
1767,957.0
1768,957.0
1769,0.0
1770,0.0
1771,585.0
1772,95.0
1773,1602.0
1774,1917.0
1775,851.0
1776,3930.0
1777,1660.0
1778,1310.0
1779,7039.0
1780,55.0
1781,0.0
1782,1049.0
1783,862.0
1784,780.0
1785,-1.0
1786,-1.0
1787,1971.0
1788,1971.0
1789,1620.0
1790,0.0
1791,569.0
1792,704.0
1793,0.0
1794,1513.0
1795,-1.0
1796,-1.0
1797,-1.0
1798,-1.0
1799,-1.0
1800,0.0
1801,-1.0
1802,-1.0
1803,0.0
1804,0.0
1805,245.0
1806,0.0
1807,450.0
1808,692.0
1809,300.0
1810,1942.0
1811,2968.0
1812,1201.0
1813,2609.0
1814,474.0
1815,2875.0
1816,2875.0
1817,1120.0
1818,2382.0
1819,-1.0
1820,-1.0
1821,-1.0
1822,1640.0
1823,1640.0
1824,751.0
1825,117.0
1826,117.0
1827,541.0
1828,541.0
1829,462.0
1830,121.0
1831,121.0
1832,696.0
1833,696.0
1834,696.0
1835,-1.0
1836,-1.0
1837,-1.0
1838,0.0
1839,1360.0
1840,273.0
1841,5324.0
1842,3695.0
1843,5415.0
1844,2322.0
1845,2322.0
1846,11559.0
1847,11229.0
1848,2206.0
1849,3580.0
1850,3160.0
1851,1782.0
1852,1254.0
1853,843.0
1854,-1.0
1855,-1.0
1856,-1.0
1857,1640.0
1858,373.0
1859,751.0
1860,751.0
1861,2185.0
1862,1008.0
1863,364.0
1864,266.0
1865,121.0
1866,433.0
1867,696.0
1868,696.0
1869,696.0
1870,-1.0
1871,1371.0
1872,1371.0
1873,1371.0
1874,694.0
1875,273.0
1876,5324.0
1877,4600.0
1878,4600.0
1879,10094.0
1880,2322.0
1881,11631.0
1882,11229.0
1883,10188.0
1884,10127.0
1885,1284.0
1886,366.0
1887,2069.0
1888,1238.0
1889,798.0
1890,-1.0
1891,-1.0
1892,-1.0
1893,373.0
1894,373.0
1895,619.0
1896,619.0
1897,2185.0
1898,487.0
1899,809.0
1900,809.0
1901,1351.0
1902,205.0
1903,150.0
1904,350.0
1905,979.0
1906,1371.0
1907,1371.0
1908,1371.0
1909,1371.0
1910,-1.0
1911,5324.0
1912,5257.0
1913,5264.0
1914,8615.0
1915,9442.0
1916,3897.0
1917,19451.0
1918,10347.0
1919,3667.0
1920,3034.0
1921,388.0
1922,391.0
1923,943.0
1924,283.0
1925,-1.0
1926,340.0
1927,340.0
1928,499.0
1929,898.0
1930,1701.0
1931,619.0
1932,324.0
1933,40.0
1934,1593.0
1935,1351.0
1936,111.0
1937,645.0
1938,123.0
1939,350.0
1940,979.0
1941,979.0
1942,1371.0
1943,1371.0
1944,-1.0
1945,-1.0
1946,6989.0
1947,6989.0
1948,3944.0
1949,2569.0
1950,924.0
1951,2855.0
1952,13761.0
1953,3591.0
1954,206.0
1955,1495.0
1956,6154.0
1957,4953.0
1958,604.0
1959,1803.0
1960,-1.0
1961,-1.0
1962,0.0
1963,499.0
1964,0.0
1965,1701.0
1966,1701.0
1967,324.0
1968,1593.0
1969,1593.0
1970,433.0
1971,433.0
1972,524.0
1973,741.0
1974,1525.0
1975,979.0
1976,979.0
1977,526.0
1978,526.0
1979,-1.0
1980,2117.0
1981,2027.0
1982,2027.0
1983,1864.0
