Grid_Number,Ban_n_Connectivity
2137,18.0
2138,17.0
2139,15.0
2140,15.0
2141,15.0
2142,19.0
2143,16.0
2144,15.0
2145,14.0
2146,15.0
2147,15.0
2148,18.0
2149,14.0
2150,11.0
2151,10.0
2152,0.0
2153,22.0
2154,21.0
2155,23.0
2156,30.0
2157,35.0
2158,35.0
2159,2.0
2160,27.0
2161,27.0
2162,21.0
2163,21.0
2164,16.0
2165,13.0
2166,12.0
2167,11.0
2168,11.0
2169,11.0
2170,10.0
2171,10.0
2172,12.0
2173,12.0
2174,18.0
2175,21.0
2176,17.0
2177,17.0
2178,15.0
2179,16.0
2180,17.0
2181,15.0
2182,13.0
2183,1.0
2184,2.0
2185,4.0
2186,5.0
2187,6.0
2188,10.0
2189,12.0
2190,16.0
2191,18.0
2192,20.0
2193,27.0
2194,25.0
2195,19.0
2196,18.0
2197,18.0
2198,16.0
2199,12.0
2200,17.0
2201,18.0
2202,16.0
2203,14.0
2204,15.0
2205,14.0
2206,15.0
2207,16.0
2208,8.0
2209,8.0
2210,9.0
2211,19.0
2212,1.0
2213,2.0
2214,0.0
2215,28.0
2216,0.0
2217,0.0
2218,1.0
2219,1.0
2220,22.0
2221,21.0
2222,21.0
2223,16.0
2224,14.0
2225,12.0
2226,11.0
2227,9.0
2228,10.0
2229,10.0
2230,13.0
2231,11.0
2232,12.0
2233,17.0
2234,17.0
2235,17.0
2236,15.0
2237,15.0
2238,16.0
2239,16.0
2240,15.0
2241,13.0
2242,2.0
2243,2.0
2244,4.0
2245,5.0
2246,7.0
2247,10.0
2248,15.0
2249,15.0
2250,17.0
2251,22.0
2252,25.0
2253,23.0
2254,20.0
2255,17.0
2256,19.0
2257,17.0
2258,14.0
2259,14.0
2260,15.0
2261,16.0
2262,16.0
2263,15.0
2264,13.0
2265,13.0
2266,12.0
2267,14.0
2268,10.0
2269,15.0
2270,17.0
2271,21.0
2272,21.0
2273,1.0
2274,26.0
2275,0.0
2276,28.0
2277,1.0
2278,1.0
2279,0.0
2280,22.0
2281,19.0
2282,17.0
2283,14.0
2284,17.0
2285,15.0
2286,12.0
2287,12.0
2288,12.0
2289,14.0
2290,13.0
2291,13.0
2292,17.0
2293,15.0
2294,15.0
2295,16.0
2296,15.0
2297,15.0
2298,14.0
2299,14.0
2300,10.0
2301,2.0
2302,2.0
2303,2.0
2304,5.0
2305,6.0
2306,12.0
2307,13.0
2308,15.0
2309,20.0
2310,22.0
2311,23.0
2312,21.0
2313,19.0
2314,19.0
2315,18.0
2316,18.0
2317,17.0
2318,14.0
2319,13.0
2320,14.0
2321,15.0
2322,15.0
2323,13.0
2324,13.0
2325,12.0
2326,15.0
2327,16.0
2328,18.0
2329,19.0
2330,21.0
2331,16.0
2332,22.0
2333,24.0
2334,24.0
2335,27.0
2336,24.0
2337,23.0
2338,20.0
2339,21.0
2340,17.0
2341,15.0
2342,16.0
2343,18.0
2344,16.0
2345,14.0
2346,12.0
2347,15.0
2348,14.0
2349,13.0
2350,12.0
2351,15.0
2352,16.0
2353,18.0
2354,18.0
2355,18.0
2356,15.0
2357,13.0
2358,10.0
2359,9.0
2360,2.0
2361,2.0
2362,2.0
2363,4.0
2364,5.0
2365,10.0
2366,12.0
2367,15.0
2368,18.0
2369,23.0
2370,20.0
2371,19.0
2372,19.0
2373,19.0
2374,19.0
2375,17.0
2376,18.0
2377,12.0
2378,14.0
2379,12.0
2380,13.0
2381,15.0
2382,14.0
2383,15.0
2384,16.0
2385,14.0
2386,17.0
2387,19.0
2388,19.0
2389,20.0
2390,22.0
2391,23.0
2392,25.0
2393,1.0
2394,24.0
2395,25.0
2396,22.0
2397,21.0
2398,21.0
2399,17.0
2400,16.0
2401,16.0
2402,16.0
2403,16.0
2404,14.0
2405,12.0
2406,14.0
2407,14.0
2408,14.0
2409,12.0
2410,15.0
2411,18.0
2412,20.0
2413,20.0
2414,18.0
2415,16.0
2416,13.0
2417,9.0
2418,4.0
2419,1.0
2420,2.0
2421,2.0
2422,2.0
2423,5.0
2424,9.0
2425,11.0
2426,15.0
2427,15.0
2428,15.0
2429,18.0
2430,17.0
2431,19.0
2432,20.0
2433,19.0
2434,18.0
2435,15.0
2436,12.0
2437,11.0
2438,12.0
2439,17.0
2440,14.0
2441,15.0
2442,16.0
2443,18.0
2444,19.0
2445,16.0
2446,21.0
2447,21.0
2448,22.0
2449,23.0
2450,24.0
2451,26.0
2452,24.0
2453,24.0
2454,25.0
2455,24.0
2456,22.0
2457,20.0
2458,18.0
2459,14.0
2460,15.0
2461,15.0
2462,15.0
2463,13.0
2464,13.0
2465,15.0
2466,19.0
2467,18.0
2468,18.0
2469,17.0
2470,19.0
2471,20.0
2472,21.0
2473,20.0
2474,15.0
2475,13.0
2476,10.0
2477,3.0
2478,0.0
2479,1.0
2480,2.0
2481,2.0
2482,2.0
2483,6.0
2484,10.0
2485,13.0
2486,14.0
2487,13.0
2488,14.0
2489,15.0
2490,15.0
2491,17.0
2492,17.0
2493,15.0
2494,14.0
2495,12.0
2496,10.0
2497,13.0
2498,17.0
2499,15.0
2500,14.0
2501,17.0
2502,21.0
2503,22.0
2504,23.0
2505,22.0
2506,23.0
2507,25.0
2508,26.0
2509,28.0
2510,24.0
2511,23.0
2512,23.0
2513,25.0
2514,24.0
2515,24.0
2516,21.0
2517,20.0
2518,15.0
2519,20.0
2520,20.0
2521,19.0
2522,19.0
2523,18.0
2524,19.0
2525,19.0
2526,17.0
2527,19.0
2528,20.0
2529,21.0
2530,18.0
2531,17.0
2532,17.0
2533,13.0
2534,13.0
2535,8.0
2536,7.0
2537,0.0
2538,1.0
2539,1.0
2540,2.0
2541,3.0
2542,3.0
2543,7.0
2544,12.0
2545,12.0
2546,15.0
2547,15.0
2548,14.0
2549,15.0
2550,12.0
2551,14.0
2552,14.0
2553,13.0
2554,11.0
2555,10.0
2556,18.0
2557,18.0
2558,16.0
2559,15.0
2560,17.0
2561,19.0
2562,22.0
2563,21.0
2564,25.0
2565,22.0
2566,24.0
2567,26.0
2568,29.0
2569,28.0
2570,28.0
2571,19.0
2572,24.0
2573,26.0
2574,29.0
2575,24.0
2576,20.0
2577,17.0
2578,21.0
2579,22.0
2580,21.0
2581,19.0
2582,20.0
2583,19.0
2584,19.0
2585,16.0
2586,20.0
2587,18.0
2588,22.0
2589,22.0
2590,20.0
2591,17.0
2592,14.0
2593,12.0
2594,11.0
2595,9.0
2596,1.0
2597,1.0
2598,1.0
2599,3.0
2600,4.0
2601,4.0
2602,4.0
2603,9.0
2604,11.0
2605,13.0
2606,13.0
2607,13.0
2608,14.0
2609,12.0
2610,12.0
2611,12.0
2612,11.0
2613,11.0
2614,13.0
2615,14.0
2616,16.0
2617,15.0
2618,16.0
2619,20.0
2620,21.0
2621,22.0
2622,26.0
2623,27.0
2624,23.0
2625,25.0
2626,26.0
2627,28.0
2628,26.0
2629,27.0
2630,25.0
2631,24.0
2632,25.0
2633,25.0
2634,22.0
2635,22.0
2636,18.0
2637,21.0
2638,24.0
2639,21.0
2640,20.0
2641,19.0
2642,20.0
2643,19.0
2644,21.0
2645,19.0
2646,22.0
2647,20.0
2648,21.0
2649,18.0
2650,15.0
2651,14.0
2652,13.0
2653,12.0
2654,11.0
2655,1.0
2656,1.0
2657,1.0
2658,4.0
2659,4.0
2660,4.0
2661,5.0
2662,6.0
2663,6.0
2664,6.0
2665,8.0
2666,8.0
2667,7.0
2668,7.0
2669,10.0
2670,10.0
2671,9.0
2672,11.0
2673,12.0
2674,13.0
2675,14.0
2676,15.0
2677,16.0
2678,20.0
2679,23.0
2680,26.0
2681,29.0
2682,27.0
2683,25.0
2684,28.0
2685,28.0
2686,31.0
2687,28.0
2688,27.0
2689,25.0
2690,24.0
2691,24.0
2692,24.0
2693,23.0
2694,22.0
2695,21.0
2696,20.0
2697,21.0
2698,19.0
2699,20.0
2700,18.0
2701,20.0
2702,18.0
2703,19.0
2704,17.0
2705,21.0
2706,20.0
2707,19.0
2708,18.0
2709,15.0
2710,14.0
2711,14.0
2712,11.0
2713,8.0
2714,1.0
2715,1.0
2716,4.0
2717,4.0
2718,4.0
2719,6.0
2720,8.0
2721,7.0
2722,8.0
2723,7.0
2724,7.0
2725,5.0
2726,7.0
2727,6.0
2728,8.0
2729,9.0
2730,8.0
2731,9.0
2732,9.0
2733,12.0
2734,12.0
2735,15.0
2736,15.0
2737,19.0
2738,24.0
2739,28.0
2740,30.0
2741,26.0
2742,27.0
2743,26.0
2744,27.0
2745,29.0
2746,31.0
2747,29.0
2748,29.0
2749,29.0
2750,26.0
2751,24.0
2752,23.0
2753,22.0
2754,22.0
2755,20.0
2756,22.0
2757,21.0
2758,21.0
2759,20.0
2760,20.0
2761,19.0
2762,17.0
2763,18.0
2764,18.0
2765,20.0
2766,19.0
2767,17.0
2768,14.0
2769,15.0
2770,14.0
2771,9.0
2772,8.0
2773,2.0
2774,4.0
2775,4.0
2776,4.0
2777,5.0
2778,6.0
2779,5.0
2780,7.0
2781,7.0
2782,8.0
2783,6.0
2784,7.0
2785,5.0
2786,7.0
2787,6.0
2788,5.0
2789,7.0
2790,8.0
2791,10.0
2792,7.0
2793,10.0
2794,12.0
2795,14.0
2796,16.0
2797,20.0
2798,25.0
2799,25.0
2800,23.0
2801,26.0
2802,24.0
2803,24.0
2804,25.0
2805,30.0
2806,30.0
2807,28.0
2808,25.0
2809,27.0
2810,25.0
2811,20.0
2812,23.0
2813,20.0
2814,20.0
2815,18.0
2816,16.0
2817,18.0
2818,18.0
2819,19.0
2820,18.0
2821,16.0
2822,17.0
2823,16.0
2824,17.0
2825,17.0
2826,17.0
2827,15.0
2828,14.0
2829,11.0
2830,8.0
2831,7.0
2832,3.0
2833,4.0
2834,4.0
2835,4.0
2836,6.0
2837,4.0
2838,5.0
2839,5.0
2840,7.0
2841,5.0
2842,5.0
2843,6.0
2844,5.0
2845,6.0
2846,5.0
2847,5.0
2848,5.0
2849,5.0
2850,6.0
2851,9.0
2852,9.0
2853,12.0
2854,13.0
2855,14.0
2856,17.0
2857,18.0
2858,17.0
2859,19.0
2860,20.0
2861,23.0
2862,23.0
2863,23.0
2864,24.0
2865,24.0
2866,22.0
2867,24.0
2868,23.0
2869,22.0
2870,19.0
2871,21.0
2872,21.0
2873,17.0
2874,18.0
2875,16.0
2876,16.0
2877,17.0
2878,19.0
2879,18.0
2880,16.0
2881,15.0
2882,15.0
2883,12.0
2884,14.0
2885,13.0
2886,14.0
2887,11.0
2888,8.0
2889,7.0
2890,6.0
2891,3.0
2892,4.0
2893,4.0
2894,5.0
2895,5.0
2896,0.0
2897,0.0
2898,5.0
2899,5.0
2900,5.0
2901,4.0
2902,4.0
2903,3.0
2904,6.0
2905,4.0
2906,4.0
2907,3.0
2908,4.0
2909,4.0
2910,8.0
2911,8.0
2912,11.0
2913,12.0
2914,13.0
2915,13.0
2916,15.0
2917,16.0
2918,19.0
2919,17.0
2920,17.0
2921,19.0
2922,20.0
2923,21.0
2924,20.0
2925,20.0
2926,22.0
2927,19.0
2928,19.0
2929,18.0
2930,18.0
2931,17.0
2932,15.0
2933,15.0
2934,14.0
2935,13.0
2936,14.0
2937,17.0
2938,17.0
2939,15.0
2940,13.0
2941,11.0
2942,9.0
2943,9.0
2944,9.0
2945,11.0
2946,9.0
2947,7.0
2948,6.0
2949,5.0
2950,2.0
2951,4.0
2952,4.0
2953,5.0
2954,5.0
2955,0.0
2956,0.0
2957,0.0
2958,5.0
2959,4.0
2960,4.0
2961,4.0
2962,3.0
2963,5.0
2964,3.0
2965,3.0
2966,4.0
2967,4.0
2968,3.0
2969,5.0
2970,8.0
2971,9.0
2972,9.0
2973,12.0
2974,11.0
2975,11.0
2976,12.0
2977,14.0
2978,13.0
2979,15.0
2980,16.0
2981,18.0
2982,17.0
2983,17.0
2984,18.0
2985,21.0
2986,17.0
2987,17.0
2988,17.0
2989,14.0
2990,14.0
2991,13.0
2992,13.0
2993,11.0
2994,12.0
2995,11.0
2996,10.0
2997,12.0
2998,9.0
2999,7.0
3000,8.0
3001,8.0
3002,8.0
3003,7.0
3004,7.0
3005,6.0
3006,5.0
3007,5.0
3008,5.0
