Grid_Number,Che_num_Connectivity
200,0.1168166730444548
201,0.1253749351532635
202,0.2903390922981789
203,0.5535480483438068
204,0.1279646135522799
205,0.5502297066720007
206,0.6046176046273313
207,0.5940408929290804
208,0.6534091865452735
209,3.210484002705307
210,2.878689208840673
211,2.1525998067653482
212,1.6418115802571551
213,0.7789472372955829
214,0.9591165635864335
215,0.8307600647107835
216,0.201037083600757
217,0.4463130351475363
218,0.18690684647544242
219,0.6043762440502122
220,0.43259816440860377
221,0.1814956182160007
222,0.17594976925896513
223,0.5540254290462989
224,0.15364459997732896
225,0.3649363246821129
226,0.3016117294874414
227,0.9940587777225419
228,4.267373911181311
229,3.696422165080817
230,3.0816594194461953
231,2.317041192944164
232,1.7913287105970932
233,1.8766724513490958
234,1.2462171352689044
235,0.9847198916413575
236,1.4430384053717302
237,0.8974218116982949
238,0.480080363884794
239,0.16771060011286526
240,0.7293003699832474
241,0.1095667983194134
242,0.7603141404024556
243,0.4208022046763503
244,0.7672023057693802
245,0.4406102052293923
246,0.9284543610601315
247,5.245466474159981
248,4.56890079243988
249,3.866736253699995
250,3.2122836728437547
251,2.856351819029622
252,2.7963730455672478
253,2.182504639525556
254,2.0444591099583698
255,2.2803051174543025
256,1.9329618516790674
257,1.562807398186272
258,1.1586162311013608
259,0.9737062613356863
260,0.8085183632802948
261,0.3038775086241212
262,0.06168025637486407
263,0.31123836908980446
264,0.09152389167692067
265,0.43117057050179525
266,6.088908243248654
267,5.418113148694546
268,4.71698118055777
269,4.1972294261013445
270,3.931465411884321
271,3.6575360888678032
272,3.2126267041295424
273,3.1204539069032
274,3.265607403867936
275,2.8801213627706432
276,2.5658330502627864
277,2.2367696742226553
278,1.9262864067138126
279,1.585901194967233
280,1.2946950975690272
281,1.1086989698702265
282,1.3305555427325602
283,1.1377717722307947
284,1.031742964361772
